Orthogroup	Pocillopora_meandrina_HIv1.genes.pep	Porites_evermanni_v1.annot.pep
OG0011416	Pocillopora_meandrina_HIv1___RNAseq.g21122.t1	Peve_00006252
OG0011417	Pocillopora_meandrina_HIv1___RNAseq.g21123.t1	Peve_00006253
OG0011418	Pocillopora_meandrina_HIv1___RNAseq.g21124.t1	Peve_00006255
OG0011419	Pocillopora_meandrina_HIv1___RNAseq.g21125.t1	Peve_00006256
OG0011421	Pocillopora_meandrina_HIv1___RNAseq.g21128.t1	Peve_00006258
OG0011422	Pocillopora_meandrina_HIv1___RNAseq.g21129.t1	Peve_00006259
OG0011423	Pocillopora_meandrina_HIv1___RNAseq.g21130.t1c	Peve_00006260
OG0011424	Pocillopora_meandrina_HIv1___RNAseq.g21132.t2	Peve_00006263
OG0011425	Pocillopora_meandrina_HIv1___RNAseq.g21133.t1	Peve_00006264
OG0011426	Pocillopora_meandrina_HIv1___RNAseq.g21134.t1	Peve_00006265
OG0011427	Pocillopora_meandrina_HIv1___TS.g25888.t1	Peve_00006267
OG0011428	Pocillopora_meandrina_HIv1___RNAseq.g21114.t1	Peve_00024846
OG0011429	Pocillopora_meandrina_HIv1___RNAseq.g21138.t1	Peve_00024843
OG0011430	Pocillopora_meandrina_HIv1___RNAseq.g21140.t1	Peve_00024839
OG0011431	Pocillopora_meandrina_HIv1___RNAseq.g21139.t1	Peve_00024840
OG0011432	Pocillopora_meandrina_HIv1___TS.g25894.t1	Peve_00039942
OG0011433	Pocillopora_meandrina_HIv1___RNAseq.g21144.t1	Peve_00020023
OG0011434	Pocillopora_meandrina_HIv1___RNAseq.g21148.t1	Peve_00039936
OG0011435	Pocillopora_meandrina_HIv1___RNAseq.g21149.t1	Peve_00039934
OG0011436	Pocillopora_meandrina_HIv1___RNAseq.g21150.t1	Peve_00039946
OG0011437	Pocillopora_meandrina_HIv1___RNAseq.g21153.t1	Peve_00039938
OG0011438	Pocillopora_meandrina_HIv1___RNAseq.g21155.t1	Peve_00032856
OG0011439	Pocillopora_meandrina_HIv1___RNAseq.g21157.t1	Peve_00010948
OG0011440	Pocillopora_meandrina_HIv1___RNAseq.g21158.t1	Peve_00010955
OG0011441	Pocillopora_meandrina_HIv1___RNAseq.g21250.t1	Peve_00034681
OG0011442	Pocillopora_meandrina_HIv1___RNAseq.352_t	Peve_00034682
OG0011443	Pocillopora_meandrina_HIv1___RNAseq.g21247.t1	Peve_00034683
OG0011444	Pocillopora_meandrina_HIv1___RNAseq.g21246.t1	Peve_00034684
OG0011445	Pocillopora_meandrina_HIv1___RNAseq.g21245.t1	Peve_00034685
OG0011446	Pocillopora_meandrina_HIv1___RNAseq.g21244.t1	Peve_00034686
OG0011447	Pocillopora_meandrina_HIv1___RNAseq.g21243.t1	Peve_00034687
OG0011448	Pocillopora_meandrina_HIv1___RNAseq.g21242.t1	Peve_00034688
OG0011449	Pocillopora_meandrina_HIv1___RNAseq.g21238.t1	Peve_00034691
OG0011450	Pocillopora_meandrina_HIv1___TS.g25933.t1	Peve_00004790
OG0011451	Pocillopora_meandrina_HIv1___RNAseq.g21180.t1	Peve_00004784
OG0011452	Pocillopora_meandrina_HIv1___RNAseq.g21179.t1	Peve_00004783
OG0011453	Pocillopora_meandrina_HIv1___RNAseq.g21178.t1	Peve_00004782
OG0011455	Pocillopora_meandrina_HIv1___TS.g25919.t1	Peve_00004777
OG0011456	Pocillopora_meandrina_HIv1___RNAseq.g21166.t1	Peve_00031808
OG0011457	Pocillopora_meandrina_HIv1___RNAseq.g21165.t1	Peve_00024712
OG0011458	Pocillopora_meandrina_HIv1___RNAseq.g21253.t1	Peve_00024408
OG0011459	Pocillopora_meandrina_HIv1___RNAseq.g21164.t1	Peve_00033837
OG0011460	Pocillopora_meandrina_HIv1___TS.g26003.t2	Peve_00024407
OG0011461	Pocillopora_meandrina_HIv1___TS.g26014.t1	Peve_00001162
OG0011462	Pocillopora_meandrina_HIv1___TS.g26015.t1	Peve_00001170
OG0011463	Pocillopora_meandrina_HIv1___RNAseq.g21265.t1	Peve_00001172
OG0011464	Pocillopora_meandrina_HIv1___RNAseq.g21266.t1	Peve_00001163
OG0011465	Pocillopora_meandrina_HIv1___RNAseq.g21267.t1	Peve_00001164
OG0011466	Pocillopora_meandrina_HIv1___RNAseq.g21269.t1	Peve_00001165
OG0011467	Pocillopora_meandrina_HIv1___RNAseq.g21270.t1	Peve_00001166
OG0011468	Pocillopora_meandrina_HIv1___RNAseq.g21271.t1	Peve_00001167
OG0011469	Pocillopora_meandrina_HIv1___RNAseq.g21275.t1	Peve_00015746
OG0011470	Pocillopora_meandrina_HIv1___TS.g26027.t1b	Peve_00015744
OG0011471	Pocillopora_meandrina_HIv1___RNAseq.g21279.t1	Peve_00015751
OG0011472	Pocillopora_meandrina_HIv1___RNAseq.g21281.t1	Peve_00022382
OG0011473	Pocillopora_meandrina_HIv1___RNAseq.g21282.t1	Peve_00022386
OG0011474	Pocillopora_meandrina_HIv1___RNAseq.g21283.t1	Peve_00022387
OG0011475	Pocillopora_meandrina_HIv1___RNAseq.g21284.t1	Peve_00022388
OG0011476	Pocillopora_meandrina_HIv1___RNAseq.g21285.t1	Peve_00022389
OG0011477	Pocillopora_meandrina_HIv1___RNAseq.g21194.t1	Peve_00022383
OG0011478	Pocillopora_meandrina_HIv1___RNAseq.g21193.t1	Peve_00022385
OG0011479	Pocillopora_meandrina_HIv1___TS.g18493.t1	Peve_00004705
OG0011480	Pocillopora_meandrina_HIv1___RNAseq.g21189.t1	Peve_00025601
OG0011481	Pocillopora_meandrina_HIv1___RNAseq.g21187.t1	Peve_00010705
OG0011482	Pocillopora_meandrina_HIv1___RNAseq.g21186.t1	Peve_00010706
OG0011483	Pocillopora_meandrina_HIv1___RNAseq.g21185.t1	Peve_00010707
OG0011484	Pocillopora_meandrina_HIv1___RNAseq.g22283.t1	Peve_00043821
OG0011485	Pocillopora_meandrina_HIv1___RNAseq.g22282.t2	Peve_00043816
OG0011486	Pocillopora_meandrina_HIv1___RNAseq.g22143.t1	Peve_00009747
OG0011487	Pocillopora_meandrina_HIv1___RNAseq.g22142.t1	Peve_00029475
OG0011488	Pocillopora_meandrina_HIv1___RNAseq.g22141.t1	Peve_00027023
OG0011489	Pocillopora_meandrina_HIv1___RNAseq.g22122.t1	Peve_00036873
OG0011490	Pocillopora_meandrina_HIv1___RNAseq.g22120.t1	Peve_00036870
OG0011491	Pocillopora_meandrina_HIv1___RNAseq.g22119.t3	Peve_00036871
OG0011492	Pocillopora_meandrina_HIv1___RNAseq.g22117.t1	Peve_00036874
OG0011493	Pocillopora_meandrina_HIv1___TS.g26879.t1	Peve_00036875
OG0011494	Pocillopora_meandrina_HIv1___RNAseq.g22097.t1	Peve_00004795
OG0011495	Pocillopora_meandrina_HIv1___RNAseq.g21738.t1	Peve_00024001
OG0011498	Pocillopora_meandrina_HIv1___RNAseq.g21743.t1	Peve_00001080
OG0011499	Pocillopora_meandrina_HIv1___RNAseq.g21744.t1	Peve_00001081
OG0011500	Pocillopora_meandrina_HIv1___RNAseq.g21745.t1	Peve_00001082
OG0011501	Pocillopora_meandrina_HIv1___RNAseq.g21746.t2	Peve_00001083
OG0011502	Pocillopora_meandrina_HIv1___TS.g26499.t3	Peve_00001085
OG0011503	Pocillopora_meandrina_HIv1___RNAseq.g21759.t1	Peve_00001873
OG0011504	Pocillopora_meandrina_HIv1___RNAseq.g21760.t1	Peve_00001872
OG0011505	Pocillopora_meandrina_HIv1___RNAseq.g21762.t1	Peve_00001868
OG0011506	Pocillopora_meandrina_HIv1___RNAseq.g21765.t1	Peve_00001862
OG0011507	Pocillopora_meandrina_HIv1___RNAseq.g20982.t1b	Peve_00001859
OG0011508	Pocillopora_meandrina_HIv1___TS.g25730.t1	Peve_00001860
OG0011509	Pocillopora_meandrina_HIv1___TS.g26527.t1	Peve_00014587
OG0011510	Pocillopora_meandrina_HIv1___RNAseq.g21772.t1	Peve_00014588
OG0011511	Pocillopora_meandrina_HIv1___TS.g26536.t1	Peve_00014589
OG0011512	Pocillopora_meandrina_HIv1___RNAseq.902_t	Peve_00014590
OG0011514	Pocillopora_meandrina_HIv1___RNAseq.g21784.t1	Peve_00001851
OG0011515	Pocillopora_meandrina_HIv1___RNAseq.g21786.t1	Peve_00001854
OG0011516	Pocillopora_meandrina_HIv1___RNAseq.g22309.t1	Peve_00023878
OG0011517	Pocillopora_meandrina_HIv1___RNAseq.g22308.t1	Peve_00019714
OG0011518	Pocillopora_meandrina_HIv1___RNAseq.g22307.t1	Peve_00013021
OG0011519	Pocillopora_meandrina_HIv1___RNAseq.g22306.t1	Peve_00013017
OG0011520	Pocillopora_meandrina_HIv1___RNAseq.g22303.t1	Peve_00013032
OG0011521	Pocillopora_meandrina_HIv1___RNAseq.g22296.t1	Peve_00013020
OG0011523	Pocillopora_meandrina_HIv1___RNAseq.g22340.t1	Peve_00040600
OG0011524	Pocillopora_meandrina_HIv1___RNAseq.g22338.t1	Peve_00040606
OG0011525	Pocillopora_meandrina_HIv1___RNAseq.g22337.t1	Peve_00022749
OG0011526	Pocillopora_meandrina_HIv1___RNAseq.g22190.t1	Peve_00013668
OG0011527	Pocillopora_meandrina_HIv1___RNAseq.g22186.t1	Peve_00013652
OG0011528	Pocillopora_meandrina_HIv1___RNAseq.g22184.t1	Peve_00013662
OG0011529	Pocillopora_meandrina_HIv1___RNAseq.g22183.t1	Peve_00016437
OG0011530	Pocillopora_meandrina_HIv1___RNAseq.g22181.t1	Peve_00016435
OG0011531	Pocillopora_meandrina_HIv1___RNAseq.g22178.t1	Peve_00016438
OG0011532	Pocillopora_meandrina_HIv1___RNAseq.g22176.t1	Peve_00003466
OG0011534	Pocillopora_meandrina_HIv1___RNAseq.g22171.t1	Peve_00003462
OG0011536	Pocillopora_meandrina_HIv1___RNAseq.g22163.t1	Peve_00003467
OG0011537	Pocillopora_meandrina_HIv1___RNAseq.g22208.t1	Peve_00014297
OG0011538	Pocillopora_meandrina_HIv1___RNAseq.g22209.t1	Peve_00014298
OG0011539	Pocillopora_meandrina_HIv1___RNAseq.g22216.t1	Peve_00044771
OG0011540	Pocillopora_meandrina_HIv1___RNAseq.g22217.t1	Peve_00044770
OG0011541	Pocillopora_meandrina_HIv1___TS.g26974.t1	Peve_00029599
OG0011542	Pocillopora_meandrina_HIv1___RNAseq.g22211.t1	Peve_00014300
OG0011543	Pocillopora_meandrina_HIv1___RNAseq.g22113.t1	Peve_00022865
OG0011544	Pocillopora_meandrina_HIv1___RNAseq.g22109.t1	Peve_00004804
OG0011545	Pocillopora_meandrina_HIv1___RNAseq.g22107.t1	Peve_00004803
OG0011546	Pocillopora_meandrina_HIv1___RNAseq.g22105.t1	Peve_00004800
OG0011547	Pocillopora_meandrina_HIv1___TS.g26862.t2	Peve_00004798
OG0011548	Pocillopora_meandrina_HIv1___RNAseq.g22098.t1	Peve_00004797
OG0011549	Pocillopora_meandrina_HIv1___RNAseq.g21734.t1	Peve_00024022
OG0011550	Pocillopora_meandrina_HIv1___RNAseq.g21733.t1	Peve_00023980
OG0011551	Pocillopora_meandrina_HIv1___RNAseq.g21728.t1	Peve_00023982
OG0011553	Pocillopora_meandrina_HIv1___RNAseq.g21727.t1	Peve_00023983
OG0011554	Pocillopora_meandrina_HIv1___TS.g26475.t1	Peve_00023984
OG0011555	Pocillopora_meandrina_HIv1___TS.g26471.t1	Peve_00023987
OG0011556	Pocillopora_meandrina_HIv1___RNAseq.g21716.t1	Peve_00011273
OG0011557	Pocillopora_meandrina_HIv1___RNAseq.g21717.t1	Peve_00011271
OG0011558	Pocillopora_meandrina_HIv1___TS.g26467.t1	Peve_00011270
OG0011559	Pocillopora_meandrina_HIv1___TS.g26468.t1	Peve_00011267
OG0011560	Pocillopora_meandrina_HIv1___RNAseq.g21720.t1	Peve_00011268
OG0011561	Pocillopora_meandrina_HIv1___RNAseq.g21715.t1	Peve_00017513
OG0011562	Pocillopora_meandrina_HIv1___RNAseq.g21714.t1	Peve_00017516
OG0011563	Pocillopora_meandrina_HIv1___RNAseq.g21711.t1	Peve_00017518
OG0011564	Pocillopora_meandrina_HIv1___RNAseq.g21710.t1	Peve_00017519
OG0011565	Pocillopora_meandrina_HIv1___RNAseq.g21699.t1	Peve_00000218
OG0011566	Pocillopora_meandrina_HIv1___RNAseq.g21701.t1	Peve_00000225
OG0011567	Pocillopora_meandrina_HIv1___RNAseq.g21709.t1	Peve_00000208
OG0011568	Pocillopora_meandrina_HIv1___RNAseq.g21696.t1	Peve_00000210
OG0011569	Pocillopora_meandrina_HIv1___RNAseq.g21694.t1	Peve_00000220
OG0011570	Pocillopora_meandrina_HIv1___RNAseq.g10184.t1	Peve_00000221
OG0011571	Pocillopora_meandrina_HIv1___RNAseq.g21693.t1	Peve_00000222
OG0011572	Pocillopora_meandrina_HIv1___RNAseq.g21692.t1	Peve_00000223
OG0011573	Pocillopora_meandrina_HIv1___RNAseq.g21690.t1	Peve_00041451
OG0011574	Pocillopora_meandrina_HIv1___TS.g26436.t1	Peve_00000227
OG0011575	Pocillopora_meandrina_HIv1___TS.g26410.t1	Peve_00006062
OG0011576	Pocillopora_meandrina_HIv1___RNAseq.g21683.t3	Peve_00000197
OG0011577	Pocillopora_meandrina_HIv1___RNAseq.g21682.t1	Peve_00000199
OG0011578	Pocillopora_meandrina_HIv1___RNAseq.g21681.t1	Peve_00000200
OG0011579	Pocillopora_meandrina_HIv1___RNAseq.g21679.t1	Peve_00000203
OG0011580	Pocillopora_meandrina_HIv1___RNAseq.g21678.t1	Peve_00000205
OG0011582	Pocillopora_meandrina_HIv1___TS.g26425.t1	Peve_00026944
OG0011583	Pocillopora_meandrina_HIv1___RNAseq.g21674.t1	Peve_00026943
OG0011584	Pocillopora_meandrina_HIv1___RNAseq.g21684.t1	Peve_00000196
OG0011585	Pocillopora_meandrina_HIv1___TS.g26435.t1	Peve_00000229
OG0011586	Pocillopora_meandrina_HIv1___RNAseq.g21657.t1	Peve_00011818
OG0011587	Pocillopora_meandrina_HIv1___RNAseq.g21656.t1	Peve_00011815
OG0011588	Pocillopora_meandrina_HIv1___RNAseq.g22262.t1	Peve_00033649
OG0011589	Pocillopora_meandrina_HIv1___RNAseq.g22219.t1	Peve_00033645
OG0011590	Pocillopora_meandrina_HIv1___RNAseq.g22285.t1	Peve_00033643
OG0011591	Pocillopora_meandrina_HIv1___RNAseq.g22272.t2	Peve_00024428
OG0011592	Pocillopora_meandrina_HIv1___RNAseq.g22268.t1	Peve_00013024
OG0011593	Pocillopora_meandrina_HIv1___RNAseq.g22267.t1	Peve_00013023
OG0011594	Pocillopora_meandrina_HIv1___RNAseq.g22266.t1	Peve_00013022
OG0011605	Pocillopora_meandrina_HIv1___RNAseq.g248.t1	Peve_00015177
OG0011616	Pocillopora_meandrina_HIv1___RNAseq.g1795.t1	Peve_00000618
OG0011626	Pocillopora_meandrina_HIv1___RNAseq.g21409.t1	Peve_00032728
OG0011627	Pocillopora_meandrina_HIv1___RNAseq.g21408.t2	Peve_00024021
OG0011628	Pocillopora_meandrina_HIv1___RNAseq.g21406.t1	Peve_00024016
OG0011629	Pocillopora_meandrina_HIv1___TS.g26156.t1	Peve_00024014
OG0011630	Pocillopora_meandrina_HIv1___RNAseq.g21404.t2	Peve_00024012
OG0011631	Pocillopora_meandrina_HIv1___RNAseq.g21402.t1	Peve_00024010
OG0011632	Pocillopora_meandrina_HIv1___RNAseq.g21401.t1	Peve_00024008
OG0011633	Pocillopora_meandrina_HIv1___RNAseq.g21398.t1	Peve_00024004
OG0011634	Pocillopora_meandrina_HIv1___RNAseq.g21400.t1	Peve_00024003
OG0011635	Pocillopora_meandrina_HIv1___RNAseq.g21387.t1	Peve_00023998
OG0011636	Pocillopora_meandrina_HIv1___RNAseq.g21382.t1	Peve_00023996
OG0011637	Pocillopora_meandrina_HIv1___RNAseq.g21381.t1	Peve_00023995
OG0011638	Pocillopora_meandrina_HIv1___RNAseq.g21377.t2	Peve_00023991
OG0011639	Pocillopora_meandrina_HIv1___RNAseq.g21372.t1	Peve_00004543
OG0011640	Pocillopora_meandrina_HIv1___RNAseq.g21371.t1	Peve_00004542
OG0011641	Pocillopora_meandrina_HIv1___RNAseq.g21370.t1	Peve_00004541
OG0011642	Pocillopora_meandrina_HIv1___RNAseq.g21369.t1	Peve_00004540
OG0011643	Pocillopora_meandrina_HIv1___TS.g26118.t2	Peve_00004545
OG0011644	Pocillopora_meandrina_HIv1___RNAseq.g21366.t1	Peve_00012864
OG0011645	Pocillopora_meandrina_HIv1___RNAseq.g21653.t1	Peve_00011813
OG0011647	Pocillopora_meandrina_HIv1___RNAseq.g21652.t1	Peve_00011811
OG0011648	Pocillopora_meandrina_HIv1___RNAseq.g21651.t1	Peve_00011810
OG0011649	Pocillopora_meandrina_HIv1___RNAseq.g21648.t2	Peve_00011807
OG0011650	Pocillopora_meandrina_HIv1___RNAseq.g21647.t1	Peve_00011806
OG0011651	Pocillopora_meandrina_HIv1___RNAseq.g21646.t1	Peve_00011805
OG0011652	Pocillopora_meandrina_HIv1___RNAseq.g21644.t1	Peve_00011803
OG0011653	Pocillopora_meandrina_HIv1___RNAseq.g21643.t1	Peve_00011802
OG0011654	Pocillopora_meandrina_HIv1___RNAseq.g21638.t1	Peve_00011796
OG0011655	Pocillopora_meandrina_HIv1___RNAseq.g26043.t1	Peve_00011790
OG0011656	Pocillopora_meandrina_HIv1___RNAseq.g21636.t1	Peve_00011814
OG0011657	Pocillopora_meandrina_HIv1___RNAseq.g21635.t1	Peve_00011794
OG0011658	Pocillopora_meandrina_HIv1___RNAseq.g21628.t1	Peve_00034142
OG0011659	Pocillopora_meandrina_HIv1___RNAseq.g21629.t1	Peve_00034782
OG0011660	Pocillopora_meandrina_HIv1___RNAseq.g21631.t1	Peve_00011789
OG0011661	Pocillopora_meandrina_HIv1___RNAseq.g21622.t1	Peve_00021914
OG0011663	Pocillopora_meandrina_HIv1___RNAseq.g21619.t1	Peve_00021918
OG0011664	Pocillopora_meandrina_HIv1___RNAseq.g21617.t1	Peve_00021919
OG0011665	Pocillopora_meandrina_HIv1___RNAseq.g21616.t1	Peve_00021921
OG0011666	Pocillopora_meandrina_HIv1___RNAseq.g21615.t1	Peve_00021922
OG0011667	Pocillopora_meandrina_HIv1___RNAseq.g21614.t1	Peve_00021923
OG0011668	Pocillopora_meandrina_HIv1___RNAseq.g21612.t1	Peve_00021927
OG0011669	Pocillopora_meandrina_HIv1___RNAseq.g21611.t1	Peve_00021929
OG0011670	Pocillopora_meandrina_HIv1___RNAseq.g21608.t1	Peve_00021930
OG0011671	Pocillopora_meandrina_HIv1___RNAseq.g21607.t1	Peve_00034972
OG0011672	Pocillopora_meandrina_HIv1___RNAseq.g21606.t1	Peve_00010774
OG0011673	Pocillopora_meandrina_HIv1___RNAseq.g21605.t1	Peve_00010756
OG0011674	Pocillopora_meandrina_HIv1___RNAseq.g21562.t1	Peve_00013364
OG0011675	Pocillopora_meandrina_HIv1___RNAseq.g21564.t1	Peve_00013365
OG0011676	Pocillopora_meandrina_HIv1___RNAseq.g21574.t1	Peve_00013366
OG0011677	Pocillopora_meandrina_HIv1___RNAseq.g21581.t1	Peve_00010780
OG0011678	Pocillopora_meandrina_HIv1___TS.g26331.t1	Peve_00010777
OG0011679	Pocillopora_meandrina_HIv1___RNAseq.g21590.t1	Peve_00010771
OG0011680	Pocillopora_meandrina_HIv1___RNAseq.g21591.t1	Peve_00010770
OG0011681	Pocillopora_meandrina_HIv1___RNAseq.g21592.t1	Peve_00010769
OG0011682	Pocillopora_meandrina_HIv1___RNAseq.g21593.t1	Peve_00010768
OG0011684	Pocillopora_meandrina_HIv1___RNAseq.g21604.t1	Peve_00010758
OG0011685	Pocillopora_meandrina_HIv1___RNAseq.g21558.t1	Peve_00013354
OG0011686	Pocillopora_meandrina_HIv1___RNAseq.g21551.t1	Peve_00013360
OG0011687	Pocillopora_meandrina_HIv1___RNAseq.g21557.t1	Peve_00013353
OG0011688	Pocillopora_meandrina_HIv1___RNAseq.g21533.t1	Peve_00013454
OG0011689	Pocillopora_meandrina_HIv1___RNAseq.g21531.t1	Peve_00013452
OG0011690	Pocillopora_meandrina_HIv1___RNAseq.g21529.t1	Peve_00013450
OG0011691	Pocillopora_meandrina_HIv1___RNAseq.g21530.t1	Peve_00013451
OG0011692	Pocillopora_meandrina_HIv1___RNAseq.g21528.t1	Peve_00013447
OG0011693	Pocillopora_meandrina_HIv1___TS.g26226.t1	Peve_00013443
OG0011694	Pocillopora_meandrina_HIv1___RNAseq.g22029.t1	Peve_00022580
OG0011695	Pocillopora_meandrina_HIv1___RNAseq.g22030.t1	Peve_00022581
OG0011696	Pocillopora_meandrina_HIv1___RNAseq.g22031.t2	Peve_00022583
OG0011697	Pocillopora_meandrina_HIv1___RNAseq.g22032.t2	Peve_00022584
OG0011698	Pocillopora_meandrina_HIv1___TS.g26796.t1c	Peve_00013437
OG0011699	Pocillopora_meandrina_HIv1___RNAseq.g22092.t1	Peve_00013425
OG0011700	Pocillopora_meandrina_HIv1___RNAseq.g22093.t1	Peve_00013423
OG0011701	Pocillopora_meandrina_HIv1___RNAseq.g22094.t1	Peve_00013422
OG0011702	Pocillopora_meandrina_HIv1___RNAseq.g21231.t1	Peve_00004478
OG0011703	Pocillopora_meandrina_HIv1___RNAseq.g21232.t1	Peve_00022567
OG0011704	Pocillopora_meandrina_HIv1___RNAseq.g21233.t1	Peve_00022563
OG0011705	Pocillopora_meandrina_HIv1___RNAseq.g21016.t1	Peve_00022617
OG0011706	Pocillopora_meandrina_HIv1___RNAseq.g21019.t1	Peve_00022615
OG0011707	Pocillopora_meandrina_HIv1___RNAseq.g22349.t1	Peve_00009494
OG0011709	Pocillopora_meandrina_HIv1___RNAseq.g11083.t1	Peve_00019444
OG0011710	Pocillopora_meandrina_HIv1___RNAseq.g403.t1	Peve_00003392
OG0011712	Pocillopora_meandrina_HIv1___RNAseq.g401.t2	Peve_00024280
OG0011713	Pocillopora_meandrina_HIv1___RNAseq.g400.t1	Peve_00027223
OG0011714	Pocillopora_meandrina_HIv1___RNAseq.g397.t1	Peve_00010631
OG0011715	Pocillopora_meandrina_HIv1___RNAseq.g23519.t1b	Peve_00001309
OG0011716	Pocillopora_meandrina_HIv1___RNAseq.g503.t1	Peve_00043168
OG0011717	Pocillopora_meandrina_HIv1___RNAseq.g9883.t1	Peve_00002880
OG0011718	Pocillopora_meandrina_HIv1___RNAseq.g9888.t1	Peve_00025246
OG0011719	Pocillopora_meandrina_HIv1___RNAseq.g9889.t1	Peve_00025291
OG0011720	Pocillopora_meandrina_HIv1___RNAseq.g10043.t1	Peve_00032295
OG0011721	Pocillopora_meandrina_HIv1___RNAseq.g10041.t1	Peve_00032294
OG0011722	Pocillopora_meandrina_HIv1___RNAseq.g10040.t1	Peve_00032293
OG0011723	Pocillopora_meandrina_HIv1___RNAseq.g10039.t1	Peve_00032291
OG0011724	Pocillopora_meandrina_HIv1___RNAseq.g10037.t1	Peve_00032290
OG0011725	Pocillopora_meandrina_HIv1___RNAseq.g10036.t1	Peve_00032289
OG0011726	Pocillopora_meandrina_HIv1___RNAseq.g10035.t1	Peve_00032324
OG0011727	Pocillopora_meandrina_HIv1___RNAseq.g9699.t1b	Peve_00002512
OG0011728	Pocillopora_meandrina_HIv1___RNAseq.g9705.t1	Peve_00024694
OG0011729	Pocillopora_meandrina_HIv1___RNAseq.g9706.t1	Peve_00002510
OG0011730	Pocillopora_meandrina_HIv1___RNAseq.g9689.t1	Peve_00028007
OG0011731	Pocillopora_meandrina_HIv1___RNAseq.g9684.t1	Peve_00032381
OG0011732	Pocillopora_meandrina_HIv1___RNAseq.g9683.t1	Peve_00032379
OG0011734	Pocillopora_meandrina_HIv1___RNAseq.g9841.t1	Peve_00044544
OG0011735	Pocillopora_meandrina_HIv1___RNAseq.g9843.t1	Peve_00044548
OG0011736	Pocillopora_meandrina_HIv1___RNAseq.g19162.t1	Peve_00027345
OG0011737	Pocillopora_meandrina_HIv1___RNAseq.g9726.t1	Peve_00044573
OG0011738	Pocillopora_meandrina_HIv1___RNAseq.g9729.t1	Peve_00044575
OG0011739	Pocillopora_meandrina_HIv1___RNAseq.g9730.t1	Peve_00044576
OG0011740	Pocillopora_meandrina_HIv1___RNAseq.g9731.t1	Peve_00044577
OG0011741	Pocillopora_meandrina_HIv1___RNAseq.g9725.t1	Peve_00044580
OG0011742	Pocillopora_meandrina_HIv1___RNAseq.g9724.t1	Peve_00044581
OG0011743	Pocillopora_meandrina_HIv1___RNAseq.g9849.t1	Peve_00004330
OG0011744	Pocillopora_meandrina_HIv1___TS.g23380.t1	Peve_00004334
OG0011745	Pocillopora_meandrina_HIv1___RNAseq.g9679.t1	Peve_00004355
OG0011746	Pocillopora_meandrina_HIv1___RNAseq.g9678.t1	Peve_00004360
OG0011747	Pocillopora_meandrina_HIv1___RNAseq.16312_t	Peve_00004331
OG0011748	Pocillopora_meandrina_HIv1___RNAseq.g9676.t1	Peve_00004332
OG0011749	Pocillopora_meandrina_HIv1___RNAseq.g9675.t1	Peve_00004333
OG0011750	Pocillopora_meandrina_HIv1___RNAseq.g9674.t1	Peve_00004336
OG0011752	Pocillopora_meandrina_HIv1___RNAseq.g9673.t1	Peve_00004337
OG0011753	Pocillopora_meandrina_HIv1___RNAseq.g9672.t1	Peve_00004338
OG0011754	Pocillopora_meandrina_HIv1___RNAseq.g9671.t1	Peve_00004340
OG0011755	Pocillopora_meandrina_HIv1___RNAseq.g9604.t1	Peve_00004341
OG0011756	Pocillopora_meandrina_HIv1___RNAseq.g9605.t1	Peve_00004342
OG0011757	Pocillopora_meandrina_HIv1___TS.g23144.t1	Peve_00004343
OG0011758	Pocillopora_meandrina_HIv1___RNAseq.g9681.t1	Peve_00004346
OG0011759	Pocillopora_meandrina_HIv1___RNAseq.g20804.t1	Peve_00022928
OG0011760	Pocillopora_meandrina_HIv1___RNAseq.g9747.t1	Peve_00022927
OG0011761	Pocillopora_meandrina_HIv1___RNAseq.g9746.t1	Peve_00022926
OG0011762	Pocillopora_meandrina_HIv1___RNAseq.g9745.t1	Peve_00022923
OG0011763	Pocillopora_meandrina_HIv1___RNAseq.g9744.t1	Peve_00022922
OG0011764	Pocillopora_meandrina_HIv1___RNAseq.16382_t	Peve_00022921
OG0011765	Pocillopora_meandrina_HIv1___RNAseq.g9741.t1	Peve_00022920
OG0011766	Pocillopora_meandrina_HIv1___RNAseq.g9740.t1	Peve_00022919
OG0011767	Pocillopora_meandrina_HIv1___RNAseq.g9739.t1	Peve_00022918
OG0011768	Pocillopora_meandrina_HIv1___RNAseq.g9748.t1	Peve_00022917
OG0011769	Pocillopora_meandrina_HIv1___RNAseq.g9749.t1	Peve_00022915
OG0011770	Pocillopora_meandrina_HIv1___RNAseq.g9736.t1	Peve_00022908
OG0011771	Pocillopora_meandrina_HIv1___RNAseq.g9737.t1	Peve_00022909
OG0011772	Pocillopora_meandrina_HIv1___RNAseq.g15065.t1	Peve_00030460
OG0011773	Pocillopora_meandrina_HIv1___RNAseq.g9768.t1	Peve_00022900
OG0011774	Pocillopora_meandrina_HIv1___RNAseq.g9753.t1	Peve_00006410
OG0011775	Pocillopora_meandrina_HIv1___RNAseq.g9755.t1	Peve_00006407
OG0011776	Pocillopora_meandrina_HIv1___RNAseq.g9756.t1	Peve_00006406
OG0011777	Pocillopora_meandrina_HIv1___RNAseq.g9761.t1	Peve_00006415
OG0011778	Pocillopora_meandrina_HIv1___RNAseq.g9752.t1	Peve_00006411
OG0011779	Pocillopora_meandrina_HIv1___RNAseq.g9751.t1	Peve_00006412
OG0011781	Pocillopora_meandrina_HIv1___TS.g23317.t1	Peve_00018205
