# Program:featureCounts v2.0.5; Command:"/home/shared/subread-2.0.5-Linux-x86_64/bin/featureCounts" "-T" "42" "-a" "../output/07-Peve-lncRNA-matrix/Peve-lncRNAs.gtf" "-o" "../output/07-Peve-lncRNA-matrix/Peve-lncRNA-counts.txt" "-t" "lncRNA" "-g" "gene_id" "-p" "../output/06-Peve-Hisat/RNA-POR-71.sorted.bam" "../output/06-Peve-Hisat/RNA-POR-73.sorted.bam" "../output/06-Peve-Hisat/RNA-POR-76.sorted.bam" "../output/06-Peve-Hisat/RNA-POR-79.sorted.bam" "../output/06-Peve-Hisat/RNA-POR-82.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	../output/06-Peve-Hisat/RNA-POR-71.sorted.bam	../output/06-Peve-Hisat/RNA-POR-73.sorted.bam	../output/06-Peve-Hisat/RNA-POR-76.sorted.bam	../output/06-Peve-Hisat/RNA-POR-79.sorted.bam	../output/06-Peve-Hisat/RNA-POR-82.sorted.bam
lncRNA_4145	Porites_evermani_scaffold_37;Porites_evermani_scaffold_38	318488;314116	319679;314315	+;+	1392	2	0	0	0	35
lncRNA_4146	Porites_evermani_scaffold_37;Porites_evermani_scaffold_38	328822;416785	329318;417118	+;+	831	6	1	90	13	16
lncRNA_4147	Porites_evermani_scaffold_37;Porites_evermani_scaffold_38	32217;513893	33248;516143	+;+	3283	188	244	211	116	228
lncRNA_4148	Porites_evermani_scaffold_37;Porites_evermani_scaffold_38	173269;714771	173712;714997	+;+	671	60	25	100	36	167
lncRNA_4149	Porites_evermani_scaffold_37;Porites_evermani_scaffold_38	311681;717147	311974;717427	+;+	575	0	0	0	0	0
lncRNA_4151	Porites_evermani_scaffold_371;Porites_evermani_scaffold_371;Porites_evermani_scaffold_381;Porites_evermani_scaffold_381	68711;141446;4126;121291	68924;141676;4298;145969	+;+;+;+	25297	603	154	327	177	531
lncRNA_4152	Porites_evermani_scaffold_371;Porites_evermani_scaffold_3811	142142;8431	144151;8798	+;+	2378	70	29	58	12	35
lncRNA_4153	Porites_evermani_scaffold_371;Porites_evermani_scaffold_381	288366;8441	288631;8843	+;+	669	3	0	38	0	2
lncRNA_4154	Porites_evermani_scaffold_3714;Porites_evermani_scaffold_381	31794;171687	35751;172249	+;+	4521	47	10	0	57	94
lncRNA_4155	Porites_evermani_scaffold_3714;Porites_evermani_scaffold_3812	19222;4264	19874;4522	+;+	912	1	0	24	0	1
lncRNA_4156	Porites_evermani_scaffold_3714;Porites_evermani_scaffold_3815	21315;1151	21537;7372	+;+	6445	102	8	0	0	50
lncRNA_4157	Porites_evermani_scaffold_371;Porites_evermani_scaffold_3817	171264;9787	191848;23841	+;+	34640	4724	709	4075	2483	7199
lncRNA_4158	Porites_evermani_scaffold_371;Porites_evermani_scaffold_382	86748;38144	92726;38491	+;+	6327	89	10	15	5	109
lncRNA_4159	Porites_evermani_scaffold_371;Porites_evermani_scaffold_382	87427;216493	92726;216751	+;+	5559	4	0	34	0	0
lncRNA_4161	Porites_evermani_scaffold_371;Porites_evermani_scaffold_371;Porites_evermani_scaffold_3821;Porites_evermani_scaffold_3822	1;95814;26284;34144	634;96165;26532;36227	+;+;+;+	3319	195	25	73	35	208
lncRNA_4162	Porites_evermani_scaffold_371;Porites_evermani_scaffold_3822	96527;34144	96853;36227	+;+	2411	8	4	63	2	6
lncRNA_4163	Porites_evermani_scaffold_3711;Porites_evermani_scaffold_3824	12612;35977	12929;36179	+;+	521	12	0	46	1	29
lncRNA_4164	Porites_evermani_scaffold_3711;Porites_evermani_scaffold_3826	37536;1481	39164;5312	+;+	5461	466	194	575	228	288
lncRNA_4165	Porites_evermani_scaffold_3712;Porites_evermani_scaffold_3826	33166;13781	33321;15938	+;+	2314	59	33	137	89	99
lncRNA_4166	Porites_evermani_scaffold_3713;Porites_evermani_scaffold_3826	1;13125	462;13481	+;+	819	41	12	26	31	95
lncRNA_4167	Porites_evermani_scaffold_3717;Porites_evermani_scaffold_3828	31578;483	31839;12183	+;+	11963	26	42	44	71	144
lncRNA_4168	Porites_evermani_scaffold_372;Porites_evermani_scaffold_3831	32913;2887	33126;3444	+;+	772	1120	21	41	556	192
lncRNA_4169	Porites_evermani_scaffold_372;Porites_evermani_scaffold_3832	147299;12172	147611;12983	+;+	1125	24	11	90	0	23
lncRNA_4171	Porites_evermani_scaffold_3721;Porites_evermani_scaffold_3724;Porites_evermani_scaffold_3833;Porites_evermani_scaffold_3833	33933;29615;1113;1113	34149;31939;8712;17121	+;+;+;+	18551	37	0	166	32	21
lncRNA_4172	Porites_evermani_scaffold_3724;Porites_evermani_scaffold_3833	29615;22145	31872;32877	+;+	12991	8	4	181	7	0
lncRNA_4173	Porites_evermani_scaffold_3724;Porites_evermani_scaffold_3835	38161;38	38286;2196	+;+	2285	3	1	18	226	51
lncRNA_4174	Porites_evermani_scaffold_3727;Porites_evermani_scaffold_384	248;31488	6814;32696	+;+	7776	1866	92	332	1070	373
lncRNA_4175	Porites_evermani_scaffold_3728;Porites_evermani_scaffold_384	26814;91968	36111;111615	+;+	28946	2584	390	924	694	1813
lncRNA_4176	Porites_evermani_scaffold_3728;Porites_evermani_scaffold_384	35629;4724	36111;5172	+;+	932	12	6	40	0	121
lncRNA_4177	Porites_evermani_scaffold_3728;Porites_evermani_scaffold_384	28311;143113	36466;143416	+;+	8460	52	5	0	7	100
lncRNA_4178	Porites_evermani_scaffold_3729;Porites_evermani_scaffold_3841	711;29572	9937;35597	+;+	15253	311	165	574	199	216
lncRNA_4179	Porites_evermani_scaffold_373;Porites_evermani_scaffold_3841	23291;31915	23518;35597	+;+	3911	0	0	28	0	0
lncRNA_4181	Porites_evermani_scaffold_3731;Porites_evermani_scaffold_3732;Porites_evermani_scaffold_3841;Porites_evermani_scaffold_3841	1;17154;19174;21129	6135;17318;19471;21712	+;+;+;+	7182	30	18	127	19	41
lncRNA_4182	Porites_evermani_scaffold_3736;Porites_evermani_scaffold_3841	1;34155	1916;36728	+;+	4490	203	76	292	124	315
lncRNA_4183	Porites_evermani_scaffold_3736;Porites_evermani_scaffold_3842	1;31633	1916;31926	+;+	2210	0	0	0	0	0
lncRNA_4184	Porites_evermani_scaffold_3736;Porites_evermani_scaffold_3844	1;22497	1916;24569	+;+	3989	2337	484	665	544	1104
lncRNA_4185	Porites_evermani_scaffold_3737;Porites_evermani_scaffold_3847	38154;33688	38663;35517	+;+	2340	24	95	55	21	106
lncRNA_4188	Porites_evermani_scaffold_3738;Porites_evermani_scaffold_3855	11715;12317	12324;12652	+;+	946	44	0	63	11	37
lncRNA_4189	Porites_evermani_scaffold_3738;Porites_evermani_scaffold_3856	12821;25647	13144;31963	+;+	6641	138	123	290	48	295
lncRNA_4191	Porites_evermani_scaffold_3738;Porites_evermani_scaffold_3738;Porites_evermani_scaffold_3856;Porites_evermani_scaffold_3861	13351;18913;25823;646	13611;19175;29255;13179	+;+;+;+	16491	14	0	89	6	9
lncRNA_4192	Porites_evermani_scaffold_374;Porites_evermani_scaffold_3861	212975;646	213182;13179	+;+	12742	6	0	62	0	0
lncRNA_4193	Porites_evermani_scaffold_3741;Porites_evermani_scaffold_3861	37415;16196	38754;18224	+;+	3369	4	2	1	22	2
lncRNA_4194	Porites_evermani_scaffold_3744;Porites_evermani_scaffold_3863	31325;21151	35139;24638	+;+	7303	2	10	24	4	142
lncRNA_4195	Porites_evermani_scaffold_3748;Porites_evermani_scaffold_3863	24413;21134	31117;24846	+;+	10418	25	320	109	3	13
lncRNA_4196	Porites_evermani_scaffold_3748;Porites_evermani_scaffold_3863	1437;25466	3383;26276	+;+	2758	78	32	92	29	0
lncRNA_4197	Porites_evermani_scaffold_3748;Porites_evermani_scaffold_3866	1437;862	3383;2212	+;+	3298	36	50	165	44	88
lncRNA_4198	Porites_evermani_scaffold_3748;Porites_evermani_scaffold_387	5984;24119	23291;24589	+;+	17779	30	49	318	0	12
lncRNA_4199	Porites_evermani_scaffold_375;Porites_evermani_scaffold_387	99714;25126	115227;25762	+;+	16151	5	0	169	0	0
lncRNA_4122	Porites_evermani_scaffold_378	51968	52972	+	1005	19	0	0	64	58
lncRNA_4186	Porites_evermani_scaffold_385	153985	154275	+	291	1	0	33	0	2
lncRNA_4187	Porites_evermani_scaffold_3853	35725	36579	+	855	278	42	32	263	0
lncRNA_4211	Porites_evermani_scaffold_387;Porites_evermani_scaffold_387;Porites_evermani_scaffold_3883;Porites_evermani_scaffold_3885	237743;239171;2287;34431	238211;239314;2519;35486	+;+;+;+	1902	26	13	68	40	81
lncRNA_4212	Porites_evermani_scaffold_3871;Porites_evermani_scaffold_3886	414;22471	1588;27214	+;+	5919	8	13	114	14	23
lncRNA_4213	Porites_evermani_scaffold_3871;Porites_evermani_scaffold_3889	28752;12624	29189;13144	+;+	959	10	21	80	1	20
lncRNA_4214	Porites_evermani_scaffold_3871;Porites_evermani_scaffold_3889	35322;23545	35689;25111	+;+	1935	168	23	68	120	227
lncRNA_4215	Porites_evermani_scaffold_3879;Porites_evermani_scaffold_389	7632;172354	13235;172722	+;+	5973	154	112	411	116	193
lncRNA_4216	Porites_evermani_scaffold_3879;Porites_evermani_scaffold_389	15548;29123	18878;31231	+;+	5440	32	9	134	23	51
lncRNA_4217	Porites_evermani_scaffold_388;Porites_evermani_scaffold_389	91598;41284	93664;43187	+;+	3971	133	126	204	142	179
lncRNA_4218	Porites_evermani_scaffold_388;Porites_evermani_scaffold_389	389;44617	1245;48649	+;+	4890	764	215	231	387	1067
lncRNA_4219	Porites_evermani_scaffold_388;Porites_evermani_scaffold_389	145453;239915	145716;241611	+;+	1961	131	79	162	51	176
lncRNA_4221	Porites_evermani_scaffold_389;Porites_evermani_scaffold_389	49333;282856	49563;284491	+;+	1867	3847	1409	151	2090	4471
lncRNA_4222	Porites_evermani_scaffold_389	76981	78675	+	1695	30	121	330	43	285
lncRNA_4223	Porites_evermani_scaffold_3893	389	1261	+	873	107	59	159	24	93
lncRNA_4224	Porites_evermani_scaffold_3894	31138	32775	+	1638	0	0	25	1	6
lncRNA_4225	Porites_evermani_scaffold_3898	8181	8327	+	147	4	0	68	0	10
lncRNA_4226	Porites_evermani_scaffold_3899	5474	9754	+	4281	0	0	0	0	0
lncRNA_4227	Porites_evermani_scaffold_3899	5474	11414	+	5941	0	20	0	0	0
lncRNA_4228	Porites_evermani_scaffold_3899	18564	23195	+	4632	0	0	0	0	0
lncRNA_4229	Porites_evermani_scaffold_3899	18564	23195	+	4632	0	0	0	0	0
lncRNA_4231	Porites_evermani_scaffold_3899;Porites_evermani_scaffold_39	1;211352	3642;211931	+;+	4222	702	381	1120	4	12
lncRNA_4232	Porites_evermani_scaffold_39	211352	211931	+	580	0	0	0	0	0
lncRNA_4233	Porites_evermani_scaffold_39	518285	519165	+	881	0	0	0	1	0
lncRNA_4234	Porites_evermani_scaffold_39	723578	724142	+	565	20	26	77	43	28
lncRNA_4235	Porites_evermani_scaffold_39	287826	288516	+	691	21	0	85	14	25
lncRNA_4236	Porites_evermani_scaffold_3916	7645	7893	+	249	0	0	0	0	0
lncRNA_4237	Porites_evermani_scaffold_391	43747	44164	+	418	480	217	551	387	409
lncRNA_4238	Porites_evermani_scaffold_391	147274	156289	+	9016	139	69	219	64	304
lncRNA_4239	Porites_evermani_scaffold_3911	28869	31994	+	3126	0	0	0	0	0
lncRNA_4241	Porites_evermani_scaffold_3911;Porites_evermani_scaffold_3911	6959;29291	7354;31994	+;+	3100	44	0	52	5	6
lncRNA_4242	Porites_evermani_scaffold_3912	1	8111	+	8111	27	6	385	54	61
lncRNA_4243	Porites_evermani_scaffold_3914	18281	21531	+	3251	12	8	23	2	19
lncRNA_4244	Porites_evermani_scaffold_3915	34825	35131	+	307	0	0	54	4	0
lncRNA_4245	Porites_evermani_scaffold_3919	29776	31128	+	1353	0	0	28	0	2
lncRNA_4246	Porites_evermani_scaffold_392	79445	79713	+	269	11	14	49	4	9
lncRNA_4247	Porites_evermani_scaffold_392	82817	83132	+	316	0	0	32	2	0
lncRNA_4248	Porites_evermani_scaffold_392	86767	87121	+	355	0	0	83	5	7
lncRNA_4249	Porites_evermani_scaffold_3921	34313	35414	+	1102	0	0	0	0	0
lncRNA_4251	Porites_evermani_scaffold_3921;Porites_evermani_scaffold_3921	4866;26618	7155;26891	+;+	2564	1931	464	901	947	2089
lncRNA_4252	Porites_evermani_scaffold_3922	15747	16918	+	1172	18	6	70	28	22
lncRNA_4253	Porites_evermani_scaffold_3922	24717	26754	+	2038	17	1	72	0	4
lncRNA_4254	Porites_evermani_scaffold_3923	212	1525	+	1314	28	29	37	11	34
lncRNA_4255	Porites_evermani_scaffold_3924	38	412	+	375	37	30	36	4	35
lncRNA_4256	Porites_evermani_scaffold_3929	7467	7688	+	222	0	0	20	0	0
lncRNA_4257	Porites_evermani_scaffold_3929	31161	31394	+	234	0	0	0	6	0
lncRNA_4258	Porites_evermani_scaffold_393	36928	44591	+	7664	0	0	0	0	0
lncRNA_4259	Porites_evermani_scaffold_393	36932	44591	+	7660	0	0	0	0	0
lncRNA_4261	Porites_evermani_scaffold_393;Porites_evermani_scaffold_393	99119;242557	99499;248214	+;+	6039	248	13	118	154	222
lncRNA_4262	Porites_evermani_scaffold_393	281119	282539	+	1421	1642	978	2852	1606	2768
lncRNA_4263	Porites_evermani_scaffold_3933	4129	4675	+	547	96	10	36	15	34
lncRNA_4264	Porites_evermani_scaffold_3937	26162	26341	+	180	0	0	0	0	0
lncRNA_4265	Porites_evermani_scaffold_394	61936	63191	+	1256	94	31	48	80	53
lncRNA_4266	Porites_evermani_scaffold_3944	1414	1619	+	206	0	6	27	11	56
lncRNA_4267	Porites_evermani_scaffold_395	41891	42348	+	458	21	21	141	21	29
lncRNA_4268	Porites_evermani_scaffold_395	169117	171384	+	2268	13	3	97	3	22
lncRNA_4269	Porites_evermani_scaffold_395	183115	183511	+	397	56	45	84	32	30
lncRNA_4271	Porites_evermani_scaffold_3953;Porites_evermani_scaffold_3953	689;7455	986;12312	+;+	5156	0	0	140	0	0
lncRNA_4272	Porites_evermani_scaffold_3953	1558	1795	+	238	0	0	26	0	0
lncRNA_4273	Porites_evermani_scaffold_3957	44	1496	+	1453	20	4	30	24	0
lncRNA_4274	Porites_evermani_scaffold_3957	12565	13149	+	585	63	52	16	54	0
lncRNA_4275	Porites_evermani_scaffold_396	22117	27471	+	5355	53	6	7	8	298
lncRNA_4276	Porites_evermani_scaffold_396	272413	272614	+	202	0	2	0	10	71
lncRNA_4277	Porites_evermani_scaffold_396	4131	4972	+	842	95	29	2	75	731
lncRNA_4278	Porites_evermani_scaffold_3964	338	3846	+	3509	268	6	6	1380	1
lncRNA_4279	Porites_evermani_scaffold_3964	17246	18651	+	1406	0	0	0	63	0
lncRNA_4281	Porites_evermani_scaffold_3964;Porites_evermani_scaffold_3965	28638;9982	32153;11387	+;+	4922	38	0	58	162	8
lncRNA_4282	Porites_evermani_scaffold_3966	19417	21469	+	2053	66	34	240	24	503
lncRNA_4283	Porites_evermani_scaffold_397	162831	163155	+	325	2	0	46	0	0
lncRNA_4284	Porites_evermani_scaffold_397	242911	247871	+	4961	22	606	49	84	3956
lncRNA_4285	Porites_evermani_scaffold_3971	216	1731	+	1516	8	46	14	10	21
lncRNA_4286	Porites_evermani_scaffold_3974	24117	24441	+	325	0	0	0	0	0
lncRNA_4287	Porites_evermani_scaffold_3978	32117	33218	+	1102	8	0	2	0	2
lncRNA_4288	Porites_evermani_scaffold_3978	27173	28941	+	1769	63	85	424	11	0
lncRNA_4289	Porites_evermani_scaffold_398	146945	148296	+	1352	555	578	157	178	922
lncRNA_4291	Porites_evermani_scaffold_3981;Porites_evermani_scaffold_3987	32223;1323	34278;3286	+;+	4020	19	7	31	0	77
lncRNA_4292	Porites_evermani_scaffold_3988	5934	12718	+	6785	524	266	238	133	390
lncRNA_4293	Porites_evermani_scaffold_3989	31762	33118	+	1357	640	244	456	300	956
lncRNA_4294	Porites_evermani_scaffold_399	278249	281445	+	3197	162	47	360	89	403
lncRNA_4295	Porites_evermani_scaffold_399	271292	272418	+	1127	593	191	303	175	833
lncRNA_4296	Porites_evermani_scaffold_399	11453	12124	+	672	44	1	86	0	17
lncRNA_4297	Porites_evermani_scaffold_3995	16984	17196	+	213	0	0	27	0	0
lncRNA_4298	Porites_evermani_scaffold_3997	11583	12513	+	931	0	37	97	30	0
lncRNA_4299	Porites_evermani_scaffold_3997	31672	33656	+	1985	242	30	154	145	364
lncRNA_4311	Porites_evermani_scaffold_3998;Porites_evermani_scaffold_3998;Porites_evermani_scaffold_4	1176;27411;1181186	2673;29241;1191989	+;+;+	14133	274	75	340	109	395
lncRNA_4312	Porites_evermani_scaffold_4;Porites_evermani_scaffold_4	435161;1188563	439111;1191989	+;+	7378	488	160	159	301	730
lncRNA_4313	Porites_evermani_scaffold_4;Porites_evermani_scaffold_4	521814;1395851	522517;1396955	+;+	1809	24	44	242	305	98
lncRNA_4314	Porites_evermani_scaffold_4;Porites_evermani_scaffold_4	11614;521814	11926;522517	+;+	1017	1	0	0	0	2
lncRNA_4315	Porites_evermani_scaffold_4;Porites_evermani_scaffold_4	217673;1113647	217981;1118162	+;+	4825	1	0	47	2	2
lncRNA_4316	Porites_evermani_scaffold_4;Porites_evermani_scaffold_4	218613;1117564	218875;1121141	+;+	3841	20	6	46	0	10
lncRNA_4317	Porites_evermani_scaffold_4;Porites_evermani_scaffold_4	224758;1145693	224966;1151668	+;+	6185	352	153	164	139	202
lncRNA_4318	Porites_evermani_scaffold_4;Porites_evermani_scaffold_4	226785;1188576	227149;1189711	+;+	1501	0	0	32	11	4
lncRNA_4319	Porites_evermani_scaffold_4;Porites_evermani_scaffold_4	662729;1182785	664136;1185447	+;+	4071	49	17	208	8	27
lncRNA_4321	Porites_evermani_scaffold_4;Porites_evermani_scaffold_4	747435;1157111	749327;1157248	+;+	2031	27	12	64	25	247
lncRNA_4322	Porites_evermani_scaffold_4	1351611	1351917	+	307	1	0	10	4	1
lncRNA_4323	Porites_evermani_scaffold_4	1351496	1351747	+	252	0	0	0	0	0
lncRNA_4324	Porites_evermani_scaffold_4	1352398	1352868	+	471	10	11	117	2	13
lncRNA_4325	Porites_evermani_scaffold_4	1354218	1354546	+	329	6	0	35	2	3
lncRNA_4326	Porites_evermani_scaffold_4	1359118	1359299	+	182	0	2	34	2	0
lncRNA_4327	Porites_evermani_scaffold_41	755112	756139	+	1028	15	19	171	14	43
lncRNA_4328	Porites_evermani_scaffold_41	147764	148523	+	760	0	0	0	0	0
lncRNA_4329	Porites_evermani_scaffold_41	148616	163372	+	14757	0	0	0	0	0
lncRNA_4331	Porites_evermani_scaffold_41;Porites_evermani_scaffold_41	148616;711641	163372;711916	+;+	15033	8	2	57	3	7
lncRNA_4332	Porites_evermani_scaffold_411	267241	271277	+	4037	128	4	0	82	12
lncRNA_4333	Porites_evermani_scaffold_411	49265	49543	+	279	0	2	0	0	0
lncRNA_4334	Porites_evermani_scaffold_4111	25654	27116	+	1463	157	23	82	41	85
lncRNA_4335	Porites_evermani_scaffold_4111	1	1342	+	1342	0	0	0	0	0
lncRNA_4336	Porites_evermani_scaffold_4113	31136	31289	+	154	0	16	0	14	0
lncRNA_4337	Porites_evermani_scaffold_4114	1216	1428	+	213	0	0	0	2	0
lncRNA_4338	Porites_evermani_scaffold_4117	31678	33675	+	1998	0	2	0	0	0
lncRNA_4339	Porites_evermani_scaffold_4117	1174	1448	+	275	0	0	0	0	0
lncRNA_4341	Porites_evermani_scaffold_4117;Porites_evermani_scaffold_4118	6989;28514	7647;33651	+;+	5797	131	1	31	4	0
lncRNA_4342	Porites_evermani_scaffold_4118	28514	33651	+	5138	0	0	0	0	0
lncRNA_4343	Porites_evermani_scaffold_4118	28412	31532	+	3121	0	0	0	0	0
lncRNA_4344	Porites_evermani_scaffold_4119	11188	11571	+	384	0	0	0	0	0
lncRNA_4345	Porites_evermani_scaffold_4119	3791	4581	+	791	25	0	32	0	3
lncRNA_4346	Porites_evermani_scaffold_4119	31127	31452	+	326	6	0	0	2	0
lncRNA_4347	Porites_evermani_scaffold_411	31422	32373	+	952	0	0	0	0	0
lncRNA_4348	Porites_evermani_scaffold_411	27141	29276	+	2136	0	0	6	0	2
lncRNA_4349	Porites_evermani_scaffold_4116	31731	31981	+	251	0	0	0	0	0
lncRNA_4351	Porites_evermani_scaffold_4117;Porites_evermani_scaffold_412	32811;87728	33351;88314	+;+	1128	2	0	0	4	2
lncRNA_4352	Porites_evermani_scaffold_412	151271	151486	+	216	0	0	0	0	0
lncRNA_4353	Porites_evermani_scaffold_4122	26831	29753	+	2923	0	0	0	0	0
lncRNA_4354	Porites_evermani_scaffold_4124	417	1911	+	1495	2	6	0	1	41
lncRNA_4355	Porites_evermani_scaffold_413	88641	91881	+	3241	2	0	0	0	0
lncRNA_4356	Porites_evermani_scaffold_413	191562	192855	+	1294	0	0	0	0	0
lncRNA_4357	Porites_evermani_scaffold_413	191562	198285	+	6724	276	36	213	105	72
lncRNA_4358	Porites_evermani_scaffold_413	226841	228212	+	1372	0	0	0	0	0
lncRNA_4359	Porites_evermani_scaffold_413	51931	52183	+	253	0	0	0	0	0
lncRNA_4361	Porites_evermani_scaffold_413;Porites_evermani_scaffold_413	169231;189389	169468;189641	+;+	491	0	0	0	0	0
lncRNA_4362	Porites_evermani_scaffold_4131	1	1113	+	1113	0	0	0	0	0
lncRNA_4363	Porites_evermani_scaffold_4131	2111	3866	+	1756	0	0	0	0	0
lncRNA_4364	Porites_evermani_scaffold_4133	9761	11488	+	1728	0	0	0	0	0
lncRNA_4365	Porites_evermani_scaffold_4133	8419	9137	+	719	0	0	0	0	0
lncRNA_4366	Porites_evermani_scaffold_414	1685	5314	+	3630	6	0	30	0	10
lncRNA_4367	Porites_evermani_scaffold_414	237578	241583	+	4006	137	8	10	22	124
lncRNA_4368	Porites_evermani_scaffold_414	185181	194441	+	9261	2850	905	4003	1077	1687
lncRNA_4369	Porites_evermani_scaffold_414	235294	236582	+	1289	52	13	60	5	193
lncRNA_4371	Porites_evermani_scaffold_414;Porites_evermani_scaffold_414	183311;258121	183534;258965	+;+	1069	205	62	80	44	588
lncRNA_4372	Porites_evermani_scaffold_4141	1	2641	+	2641	0	0	0	0	0
lncRNA_4373	Porites_evermani_scaffold_4141	1	2641	+	2641	0	0	0	0	0
lncRNA_4374	Porites_evermani_scaffold_4141	1	2641	+	2641	0	0	0	0	0
lncRNA_4375	Porites_evermani_scaffold_4141	25522	25736	+	215	0	0	0	0	0
lncRNA_4376	Porites_evermani_scaffold_4147	8166	9552	+	1387	0	0	0	0	0
lncRNA_4377	Porites_evermani_scaffold_4148	1786	3713	+	1928	0	0	0	0	0
lncRNA_4378	Porites_evermani_scaffold_415	8966	9683	+	718	206	48	151	125	158
lncRNA_4381	Porites_evermani_scaffold_4157;Porites_evermani_scaffold_4158	22664;685	25163;1418	+;+	3234	0	0	0	0	0
lncRNA_4382	Porites_evermani_scaffold_4158	9111	9236	+	126	0	0	0	0	0
lncRNA_4383	Porites_evermani_scaffold_416	161814	162252	+	439	0	0	0	0	0
lncRNA_4384	Porites_evermani_scaffold_416	181578	181888	+	311	0	0	0	0	6
lncRNA_4385	Porites_evermani_scaffold_416	222324	222556	+	233	0	9	0	0	0
lncRNA_4386	Porites_evermani_scaffold_4161	3111	3687	+	577	0	0	0	0	0
lncRNA_4387	Porites_evermani_scaffold_4161	5458	13153	+	7696	0	0	0	0	0
lncRNA_4388	Porites_evermani_scaffold_4161	5464	13153	+	7690	0	0	0	0	0
lncRNA_4389	Porites_evermani_scaffold_4165	31268	32716	+	1449	0	0	0	0	0
lncRNA_4391	Porites_evermani_scaffold_4169;Porites_evermani_scaffold_417	26215;65521	26511;65771	+;+	548	50	32	18	36	34
lncRNA_4392	Porites_evermani_scaffold_417	114193	114395	+	203	0	1	0	0	0
lncRNA_4393	Porites_evermani_scaffold_417	118448	118755	+	308	0	0	0	0	0
lncRNA_4394	Porites_evermani_scaffold_417	131686	131969	+	284	0	0	0	0	0
lncRNA_4395	Porites_evermani_scaffold_417	141318	141536	+	219	9	0	0	0	5
lncRNA_4396	Porites_evermani_scaffold_417	252174	252418	+	245	112	14	190	78	93
lncRNA_4397	Porites_evermani_scaffold_4171	17248	17511	+	264	0	0	0	2	0
lncRNA_4398	Porites_evermani_scaffold_4171	25343	31999	+	6657	6	17	0	9	34
lncRNA_4399	Porites_evermani_scaffold_4172	7221	8694	+	1474	0	0	0	0	0
lncRNA_4411	Porites_evermani_scaffold_4172;Porites_evermani_scaffold_4172;Porites_evermani_scaffold_4172;Porites_evermani_scaffold_4172	7221;7244;8721;16191	8778;11911;11911;16711	+;+;+;+	5212	0	0	0	0	0
lncRNA_4412	Porites_evermani_scaffold_4172;Porites_evermani_scaffold_4172	7244;16218	11911;21794	+;+	10245	120	81	101	50	167
lncRNA_4413	Porites_evermani_scaffold_4172;Porites_evermani_scaffold_4173	7244;16123	11911;17564	+;+	6110	14	8	11	8	16
lncRNA_4414	Porites_evermani_scaffold_4172;Porites_evermani_scaffold_4174	7244;31142	11911;32491	+;+	6018	0	0	0	0	0
lncRNA_4415	Porites_evermani_scaffold_4172;Porites_evermani_scaffold_4175	7244;31153	11911;31459	+;+	4975	0	0	0	0	0
lncRNA_4416	Porites_evermani_scaffold_4172	7253	11911	+	4659	0	0	0	0	0
lncRNA_4417	Porites_evermani_scaffold_4172;Porites_evermani_scaffold_4178	7253;3671	11911;3881	+;+	4870	346	89	199	185	349
lncRNA_4418	Porites_evermani_scaffold_4172;Porites_evermani_scaffold_418	8721;199121	11911;199351	+;+	3422	0	0	0	0	0
lncRNA_4419	Porites_evermani_scaffold_4172;Porites_evermani_scaffold_4181	8721;3755	11911;4846	+;+	4283	0	0	0	0	0
lncRNA_4421	Porites_evermani_scaffold_4182;Porites_evermani_scaffold_4183	8697;2937	8925;3254	+;+	547	0	0	0	0	4
lncRNA_4422	Porites_evermani_scaffold_4184	9	8162	+	8154	0	0	24	0	15
lncRNA_4423	Porites_evermani_scaffold_4185	3191	4998	+	1808	0	0	0	0	0
lncRNA_4424	Porites_evermani_scaffold_4187	7919	8164	+	246	0	0	0	0	0
lncRNA_4425	Porites_evermani_scaffold_4188	7971	18812	+	10842	12	0	10	1	2
lncRNA_4426	Porites_evermani_scaffold_4189	13225	15677	+	2453	1367	1064	1453	390	1476
lncRNA_4427	Porites_evermani_scaffold_4189	31296	31841	+	546	0	0	0	0	0
lncRNA_4428	Porites_evermani_scaffold_419	45643	45873	+	231	0	0	0	1	0
lncRNA_4429	Porites_evermani_scaffold_419	213742	213992	+	251	0	0	0	0	0
lncRNA_4431	Porites_evermani_scaffold_419;Porites_evermani_scaffold_4191	239463;16458	239678;18247	+;+	2006	180	17	117	42	194
lncRNA_4432	Porites_evermani_scaffold_4194	286	13681	+	13396	15	218	0	0	37
lncRNA_4433	Porites_evermani_scaffold_41	611218	614315	+	3098	25	430	614	281	764
lncRNA_4434	Porites_evermani_scaffold_41	212181	214327	+	2147	10	1	29	2	27
