gene_id,RNA-POR-71,RNA-POR-73,RNA-POR-76,RNA-POR-79,RNA-POR-82
Peve_00011347,0,13,0,0,21
Peve_00024763,0,0,0,0,0
Peve_00024762,0,0,0,0,0
Peve_00024761,0,0,0,0,0
Peve_00042681,0,0,0,6,0
Peve_00024769,0,0,0,0,81
Peve_00024768,0,0,0,0,0
Peve_00025491,0,0,0,0,0
Peve_00025496,0,0,0,0,0
Peve_00025497,0,0,0,0,0
Peve_00026611,0,7,109,12,0
Peve_00026610,0,0,0,0,0
Peve_00025499,0,0,0,0,0
Peve_00026615,0,0,0,0,0
Peve_00026614,0,0,48,0,10
Peve_00026617,0,14,0,0,0
STRG.13618,58,0,0,0,33
STRG.13400,38,25,0,23,50
STRG.13401,165,19,85,48,151
STRG.16430,4,0,0,0,8
Peve_00011690,0,0,0,0,0
STRG.13404,7,7,86,8,11
STRG.13405,126,105,119,135,97
Peve_00011695,0,0,0,0,0
STRG.13407,3018,414,1367,1783,5956
STRG.13408,331,231,397,255,457
STRG.13409,12,5,87,5,23
STRG.16438,31,0,0,0,28
STRG.16439,152,17,102,0,209
Peve_00023262,0,0,0,0,0
STRG.21900,98,6,343,104,145
STRG.21901,140,106,413,35,189
STRG.21902,29,47,9,18,60
STRG.21903,155,65,46,52,59
STRG.21904,290,24,274,187,329
STRG.21905,29,13,39,323,194
STRG.21906,19,33,0,34,193
STRG.21907,53,48,112,38,253
STRG.21908,54,132,148,26,495
STRG.21909,1415,383,995,986,698
STRG.935,235,176,283,96,450
STRG.26026,117,0,291,130,145
STRG.26027,227,76,246,88,184
STRG.26024,7,0,34,5,21
STRG.26025,15,2,92,13,24
STRG.26022,14,0,0,0,0
STRG.26023,103,142,12,38,208
STRG.26020,88,0,113,68,74
STRG.26021,1587,236,217,278,567
STRG.26028,345,132,3,126,329
STRG.26029,47,6,49,0,0
STRG.21039,36,0,36,0,18
Peve_00004856,0,24,98,26,0
Peve_00004855,0,0,0,0,0
Peve_00004851,0,1,0,0,0
Peve_00004850,0,0,0,5,9
STRG.19068,20,0,213,50,7
STRG.19069,7,0,36,4,9
STRG.19060,49,46,140,82,68
STRG.19061,74,20,142,54,7
STRG.19062,41,16,4,26,43
STRG.19063,48,0,0,0,0
STRG.19064,69,37,240,81,78
STRG.19065,54,34,117,109,60
STRG.19066,582,166,589,329,896
STRG.19067,77,15,113,44,84
STRG.11997,2193,2852,2603,1371,3312
Peve_00017350,0,5,0,0,2
STRG.10171,696,4,624,135,440
STRG.10170,230,0,248,46,99
STRG.10173,2170,897,592,352,2212
STRG.17380,305,135,493,172,446
STRG.10175,3430,931,1855,1321,4191
Peve_00010567,0,0,232,53,39
STRG.10177,602,288,1440,631,781
STRG.10176,214,31,209,130,494
Peve_00013181,0,0,0,0,0
STRG.10178,358,10,702,220,566
Peve_00010568,0,9,0,23,3
Peve_00013182,0,0,20,0,0
Peve_00013185,0,0,0,0,11
Peve_00025146,0,0,0,0,19
Peve_00012638,0,0,0,16,0
Peve_00017351,0,4,0,17,0
Peve_00012631,0,0,17,18,0
Peve_00012635,0,0,0,0,0
Peve_00012636,0,0,0,0,1
Peve_00012637,0,0,0,0,0
STRG.11991,14,0,37,16,19
STRG.21276,162,39,97,7,201
STRG.21277,149,27,195,9,171
STRG.21274,227,221,878,104,486
STRG.21275,6,6,54,0,2
STRG.21272,144,81,524,153,100
STRG.21273,603,443,2213,569,1161
STRG.21270,78,10,524,77,162
STRG.21271,433,197,1058,571,531
STRG.21278,2,13,7,0,0
STRG.21279,4,2,0,0,0
Peve_00041263,0,0,0,0,0
Peve_00041631,0,0,0,0,0
Peve_00041260,0,0,0,0,0
STRG.25599,760,123,526,790,1645
Peve_00041264,0,0,0,0,0
STRG.25597,174,27,227,103,82
STRG.25596,208,539,1383,603,687
STRG.25595,44,0,0,0,0
STRG.25594,32,8,49,8,6
STRG.25593,9,0,0,9,3
STRG.25592,298,218,33,20,416
STRG.25591,288,122,509,57,550
STRG.25590,22,4,66,19,44
Peve_00031423,0,0,0,47,9
Peve_00017039,0,0,0,0,27
Peve_00017038,0,0,0,2,0
Peve_00017034,0,0,0,0,0
Peve_00017037,0,0,0,0,0
Peve_00017036,0,0,0,0,12
Peve_00017031,0,0,0,1,0
Peve_00017030,0,0,0,0,0
Peve_00017033,0,0,0,0,0
Peve_00017032,0,0,0,0,0
Peve_00003008,0,0,0,0,0
Peve_00003004,0,0,0,0,0
Peve_00003007,0,0,0,0,0
STRG.1956,138,83,513,95,158
STRG.1957,27,26,145,17,19
STRG.1954,364,77,685,265,331
STRG.14129,48,60,0,56,69
STRG.1952,1154,430,714,315,1192
STRG.1953,554,230,455,205,675
STRG.1950,168,227,405,167,377
STRG.1951,646,425,1137,377,1009
STRG.14122,51,0,0,33,17
STRG.14123,139,4,12,38,207
STRG.14120,44,0,0,16,14
STRG.14121,50,2,0,34,18
STRG.14126,29103,9495,5281,10821,51451
STRG.14127,45,0,41,24,34
STRG.1958,13768,7528,22270,10518,19612
STRG.1959,611,173,956,583,665
STRG.7468,27,26,0,0,25
STRG.7469,4,22,0,17,5
STRG.7464,401,266,37,165,541
STRG.7465,67,19,145,0,100
STRG.7466,47,34,179,41,122
STRG.7467,48,8,6,33,2
STRG.7460,269,208,879,156,438
STRG.7461,2943,1539,1909,1159,5606
STRG.7462,2064,255,1640,1910,2532
STRG.7463,146,79,0,125,157
Peve_00042792,0,9,30,0,0
Peve_00042793,0,7,0,0,40
Peve_00042797,0,5,0,0,0
Peve_00041632,0,0,0,0,0
Peve_00016635,0,0,0,5,9
Peve_00016636,0,0,0,0,0
Peve_00044565,0,0,0,2,12
Peve_00045212,0,0,0,0,0
Peve_00045213,0,0,0,0,0
Peve_00045210,0,0,0,0,15
STRG.17494,117,0,1106,75,111
Peve_00009725,0,0,0,0,0
Peve_00001537,0,0,0,0,0
Peve_00001536,0,0,0,0,0
Peve_00001535,0,0,0,0,25
Peve_00001534,0,0,0,0,0
Peve_00001533,0,0,0,3,0
Peve_00001532,0,0,0,0,0
Peve_00002847,0,0,0,0,0
Peve_00002845,0,0,0,0,0
Peve_00018874,0,0,0,95,20
STRG.6739,718,571,2383,727,1063
STRG.6738,476,329,631,378,701
STRG.6737,133,28,307,35,66
STRG.6736,4,0,0,0,0
STRG.6735,4,0,0,5,0
STRG.6734,3,0,0,0,0
STRG.6733,3,0,0,0,0
STRG.6732,28,0,0,9,53
STRG.6731,1,0,0,0,0
STRG.6730,29,67,4,182,272
Peve_00018579,0,0,0,0,0
Peve_00039323,0,0,0,0,8
Peve_00018877,0,5,43,17,22
Peve_00039325,0,7,42,0,6
Peve_00039326,0,15,397,84,206
Peve_00039329,0,0,0,0,0
Peve_00039328,0,0,0,0,0
Peve_00018575,0,0,0,0,0
Peve_00018576,0,0,0,0,0
Peve_00027178,0,0,0,0,91
Peve_00027173,0,0,23,15,23
Peve_00027172,0,0,0,0,0
Peve_00027175,0,0,0,0,0
Peve_00043118,0,0,0,0,0
Peve_00043112,0,10,13,0,0
Peve_00043116,0,7,0,4,17
Peve_00043115,0,0,0,0,0
STRG.5824,355,81,890,552,490
Peve_00001393,0,0,0,0,0
Peve_00001392,0,0,0,0,0
Peve_00001391,0,0,0,0,0
Peve_00001390,0,0,0,0,0
Peve_00001396,0,0,0,0,0
Peve_00001395,0,0,0,0,0
Peve_00001394,0,0,0,0,0
STRG.5825,76,12,58,117,155
Peve_00038743,0,0,0,0,0
Peve_00038745,0,0,0,0,0
Peve_00034630,0,0,0,0,0
Peve_00034631,0,0,13,0,5
Peve_00034632,0,0,0,0,0
Peve_00002250,0,0,0,0,3
Peve_00034634,0,0,0,0,0
Peve_00034636,0,0,0,0,0
Peve_00034639,0,14,97,4,14
Peve_00002256,0,0,0,0,0
STRG.5822,2314,650,3059,1329,2919
Peve_00014098,0,0,0,0,0
Peve_00014099,0,0,0,0,0
Peve_00014096,0,0,0,0,0
Peve_00014097,0,0,0,0,0
Peve_00014095,0,0,0,0,0
Peve_00014092,0,0,0,0,8
Peve_00014093,0,0,0,0,0
STRG.5823,24,0,87,13,0
Peve_00014091,0,0,0,0,0
Peve_00003828,0,0,0,0,0
Peve_00003825,0,0,0,71,0
Peve_00003821,0,0,0,100,0
Peve_00003820,0,0,0,0,0
Peve_00000844,0,0,0,0,0
Peve_00040492,0,0,0,0,1
Peve_00000845,0,0,0,0,0
Peve_00000847,0,0,0,3,0
Peve_00000840,0,0,0,0,0
STRG.13369,30,0,54,37,13
STRG.13368,74,48,0,45,106
Peve_00000842,0,0,14,0,15
STRG.13361,620,198,1057,270,536
STRG.13360,11,26,18,0,0
STRG.13363,139,42,71,15,43
STRG.13362,49,0,139,46,62
STRG.13365,33,39,0,0,69
STRG.13364,5,0,0,0,0
STRG.13367,15,6,0,7,26
STRG.13366,27,0,100,0,808
Peve_00006370,0,0,0,0,0
Peve_00006371,0,0,431,0,16
Peve_00006373,0,0,0,0,0
STRG.16182,2103,1080,1962,1166,1827
STRG.16183,27,0,54,16,16
STRG.8799,4,0,0,0,0
Peve_00006955,0,0,0,0,0
Peve_00006951,0,0,0,0,0
Peve_00006953,0,0,0,0,7
Peve_00007023,0,4,0,0,11
Peve_00007021,0,4,0,1,0
Peve_00015233,0,3,0,0,0
Peve_00007025,0,0,10,1,7
Peve_00007024,0,0,0,0,0
STRG.16181,5,0,0,0,7
STRG.23957,131,53,70,1015,57
STRG.18059,974,423,1602,598,1699
STRG.23956,13,0,0,0,0
Peve_00014823,0,0,0,0,0
STRG.5900,3087,1335,3687,1990,3614
Peve_00014822,0,0,0,0,0
Peve_00023279,0,0,0,0,0
STRG.13687,482,166,168,169,317
STRG.23950,4,12,10,60,1
STRG.13685,13,0,0,2,0
Peve_00003418,0,0,0,0,0
STRG.9853,67,27,380,141,110
STRG.9852,7,0,0,39,20
STRG.9851,303,229,1257,230,315
STRG.9850,319,82,336,131,157
STRG.9857,48,10,109,30,47
STRG.9856,13,0,25,0,13
STRG.9855,4,4,80,0,0
STRG.9854,30,20,35,23,24
STRG.9859,687,379,1621,434,584
STRG.9858,222,34,573,8,57
Peve_00035305,0,0,0,0,0
Peve_00035304,0,0,0,0,0
Peve_00019300,0,0,0,0,0
Peve_00019303,0,0,0,0,0
Peve_00036965,0,0,0,0,0
Peve_00019304,0,0,0,0,10
Peve_00003419,0,0,0,0,0
Peve_00036968,0,0,46,0,0
Peve_00036969,0,0,0,0,0
STRG.17948,8,0,0,3,0
Peve_00005379,0,0,0,0,4
Peve_00005373,0,20,116,37,45
STRG.17442,14,0,0,5,13
STRG.23191,10,0,0,7,6
STRG.5718,199,165,332,94,194
STRG.5719,52,702,27,885,109
STRG.5714,24,29,324,0,28
STRG.5715,44,14,1,25,33
STRG.5716,7,12,0,3,17
STRG.5717,159,0,129,7,282
STRG.5710,434,977,65,455,2832
STRG.5711,1255,675,2293,843,1582
STRG.5712,11,32,105,26,26
STRG.5713,597,276,707,220,642
Peve_00003415,0,0,0,0,0
STRG.17448,173,113,592,128,67
STRG.2944,912,608,1483,616,1830
STRG.2945,2181,743,2144,787,2261
STRG.2946,23,33,91,12,0
Peve_00012039,0,18,0,16,32
STRG.2940,3,0,0,0,0
STRG.2941,25,0,31,0,5
STRG.2942,49,37,1022,123,674
STRG.2943,39,22,39,37,86
STRG.2948,165,79,94,32,122
STRG.2949,142,84,46,24,102
STRG.9145,73,25,116,0,27
STRG.9144,102,17,187,70,67
STRG.9147,42,87,85,99,2973
STRG.9146,7021,3814,265,5288,57854
STRG.9141,81,59,576,94,91
STRG.9140,8905,2728,905,3643,14350
STRG.9143,42,26,466,29,64
STRG.9142,607,123,1754,390,482
STRG.9149,6,0,73,7,29
STRG.9148,4,19,94,28,22
Peve_00022394,0,212,0,0,0
Peve_00030472,0,15,142,21,30
Peve_00022391,0,0,0,0,0
Peve_00030471,0,0,0,0,0
Peve_00038269,0,0,0,0,0
Peve_00038262,0,0,0,0,0
STRG.4049,31,0,93,0,19
STRG.4048,13,0,0,0,18
STRG.4047,2,4,1,2,0
STRG.4046,44,0,18,23,10
STRG.4045,3,0,0,0,0
STRG.4044,18,0,0,0,0
STRG.4043,54,4,14,23,315
STRG.4042,95,7,659,95,209
STRG.4041,1051,601,1953,1110,1792
STRG.4040,4,5,13,2,9
STRG.22825,13,44,52,17,38
STRG.7668,5,0,0,0,7
STRG.7669,25,6,58,4,4
STRG.7666,2957,770,1360,1117,4051
STRG.7667,170,92,438,191,111
STRG.7664,533,249,1181,375,527
STRG.7665,109,0,336,57,37
STRG.7662,95,7,187,92,69
STRG.7663,628,348,1929,663,971
STRG.7660,127,10,639,429,124
STRG.7661,1002,644,1593,564,1493
STRG.16252,2,0,49,0,0
STRG.16253,262,133,504,161,403
STRG.16250,10,0,0,0,4
STRG.16251,10,0,0,0,0
STRG.16256,345,241,653,156,449
STRG.16257,492,453,519,193,1033
STRG.3718,3574,303,3020,292,2502
STRG.16255,883,235,2691,769,832
STRG.3716,4565,2224,1212,2351,4628
STRG.3717,1299,662,1343,599,1892
STRG.3714,701,312,774,192,546
Peve_00013847,0,0,0,4,13
STRG.3712,33,0,0,8,35
STRG.3713,19,68,0,21,0
Peve_00023441,0,0,0,0,0
Peve_00023440,0,0,0,0,0
Peve_00036144,0,0,0,0,0
Peve_00036146,0,0,0,0,0
Peve_00036140,0,0,0,0,0
Peve_00036141,0,0,0,0,0
Peve_00036142,0,0,0,0,0
Peve_00036143,0,0,0,0,0
STRG.19419,16,6,0,9,40
Peve_00036148,0,0,0,0,0
Peve_00036149,0,0,0,0,0
STRG.15503,119,77,720,128,208
STRG.10081,102,44,32,175,12
STRG.15501,491,159,301,344,834
STRG.15500,157,170,631,595,608
STRG.15507,3,7,0,0,0
STRG.15506,323,1676,670,134,380
STRG.15505,6,0,18,0,11
STRG.15504,14,4,0,8,0
STRG.15509,11,0,249,25,38
STRG.15508,121,21,238,76,142
STRG.10083,156,342,449,90,284
STRG.24954,168,171,193,101,280
STRG.24955,34,0,0,0,0
STRG.24956,65,0,74,0,0
Peve_00040159,0,0,0,0,0
STRG.24950,173,78,172,67,163
STRG.24951,751,283,1388,691,697
STRG.24952,80,37,125,68,132
STRG.24953,7,0,0,0,0
Peve_00003849,0,0,0,0,0
STRG.24958,14,0,184,0,29
STRG.24959,4,0,35,4,0
STRG.18055,201,51,445,153,425
STRG.6531,76,34,354,42,151
STRG.6530,14,0,226,0,190
STRG.6533,38,0,0,2,67
STRG.6532,11,0,0,0,10
STRG.6535,608,103,1147,245,877
STRG.6534,22846,20038,27401,15567,25870
STRG.6537,53,118,0,66,239
STRG.6536,151,22,464,57,167
STRG.6539,34872,5173,9622,8498,15650
STRG.6538,8,0,0,8,0
STRG.2441,10,0,0,18,26
STRG.2440,3,0,0,0,0
STRG.2443,3,200,663,253,619
STRG.2442,45,36,67,60,222
STRG.2445,203,39,1551,543,1710
STRG.2444,7,0,0,9,0
STRG.2447,64,0,0,0,0
STRG.2446,19,8,0,10,32
STRG.2449,503,272,684,313,893
STRG.2448,763,344,1829,424,715
STRG.18900,3,0,31,0,0
STRG.18901,177,109,1554,376,165
STRG.18902,1405,811,10312,2057,1901
STRG.18903,24380,3405,34981,21972,33495
STRG.18904,327,52,350,80,357
STRG.18905,25,17,51,65,35
STRG.18906,189,59,353,41,144
STRG.18907,266,103,331,64,79
STRG.18908,584,1161,449,394,859
STRG.18909,747,171,813,351,1052
STRG.1628,335,101,321,256,540
STRG.1629,2141,645,3067,894,1361
Peve_00039408,0,0,0,0,0
STRG.717,106,20,197,57,135
STRG.17615,9,6,38,1,6
STRG.17614,44,0,76,9,0
STRG.2195,1650,477,1167,566,1347
STRG.17616,182,20,771,95,11
STRG.17611,160,0,329,63,133
Peve_00015872,0,0,0,0,0
STRG.17613,105,229,253,0,235
STRG.17612,557,1773,1008,797,2068
STRG.17619,22,51,0,4,349
STRG.17618,82,11,216,23,31
STRG.2199,1106,151,155,315,747
STRG.2198,637,178,526,249,546
Peve_00022471,0,0,0,0,0
Peve_00022470,0,0,0,0,0
Peve_00022473,0,0,0,0,0
Peve_00022472,0,14,0,0,0
Peve_00022474,0,0,0,0,0
Peve_00022477,0,0,0,0,0
Peve_00022479,0,0,0,0,0
Peve_00022478,0,0,0,0,0
Peve_00037793,0,0,0,0,0
Peve_00037790,0,0,0,0,0
Peve_00024133,0,0,0,0,0
Peve_00024130,0,0,0,0,0
Peve_00024131,0,0,0,0,0
Peve_00024139,0,0,0,0,2
STRG.7340,164,36,222,148,121
Peve_00025841,0,0,0,0,0
STRG.1080,192,451,538,171,366
STRG.1081,2650,723,4199,1446,2970
STRG.1082,141,61,586,37,173
STRG.1083,1359,373,307,467,1286
STRG.1084,120,62,248,87,82
STRG.1085,579,289,911,343,822
STRG.1086,539,492,1559,646,693
STRG.1087,201,95,718,210,286
STRG.1088,999,316,2531,208,1232
STRG.1089,48,75,414,107,170
STRG.18276,171,81,235,76,195
STRG.18277,68,41,125,7,70
STRG.18274,15059,2243,17588,13615,18969
STRG.18275,2108,284,478,1459,4899
STRG.18272,113,28,658,72,68
STRG.18273,11,0,0,0,7
STRG.18270,2319,41,2563,837,2152
STRG.18271,32,0,32,11,29
STRG.18278,1453,759,2883,908,1630
STRG.18279,1268,722,1040,591,1699
Peve_00011550,0,0,0,0,0
STRG.17383,60,37,123,52,104
STRG.4908,185,106,1030,231,329
STRG.4909,14,6,20,17,60
Peve_00025268,0,4,0,0,0
Peve_00025265,0,0,0,0,0
Peve_00025264,0,0,0,0,0
STRG.4900,2958,1164,3454,1145,4512
STRG.4901,938,164,1268,713,1285
Peve_00025261,0,3,0,0,0
STRG.4907,141,72,463,177,133
Peve_00025263,0,0,12,0,0
STRG.4905,5,0,0,19,35
Peve_00026408,0,0,0,0,0
Peve_00026409,0,0,59,0,4
Peve_00026401,0,0,0,0,0
Peve_00013028,0,0,0,0,0
STRG.17382,234,0,0,45,260
Peve_00026404,0,0,54,14,0
Peve_00026406,0,0,0,0,0
STRG.486,315,353,675,322,420
STRG.487,6514,1579,4077,2887,7965
STRG.484,981,297,673,258,1268
STRG.485,9,0,0,16,9
STRG.22448,220,78,0,309,537
STRG.22449,28,0,0,26,68
STRG.480,72,25,78,29,95
STRG.481,332,106,568,58,247
STRG.22444,498,29,2284,133,494
STRG.22445,45,0,98,0,71
STRG.22446,559,251,107,1375,1477
STRG.22447,338,128,173,497,437
STRG.22440,13,28,0,0,21
STRG.22441,5,0,6,6,40
STRG.22442,17,52,65,23,157
STRG.22443,45,5,0,13,19
STRG.13611,939,355,1223,1085,1243
STRG.13610,1351,351,3121,1252,1471
STRG.13613,169,20,296,9,450
STRG.13612,46,4,188,64,129
STRG.13615,28,0,0,0,75
STRG.13614,60,18,10,0,924
STRG.13617,295,0,393,0,513
STRG.13616,8227,5375,7306,5381,5694
STRG.13619,10,8,77,12,58
Peve_00019547,0,0,0,0,0
Peve_00019716,0,0,0,0,0
Peve_00013400,0,0,0,0,0
STRG.11619,1,0,0,0,1
STRG.11618,2,0,0,3,9
STRG.18525,504,6,415,580,652
STRG.11613,178,200,42,0,371
STRG.11612,465,288,1269,331,794
STRG.11611,54,101,392,60,29
STRG.11610,2,0,0,11,0
STRG.11617,11,1,0,0,8
STRG.11616,24,0,277,80,103
STRG.11615,41,0,35,31,188
STRG.11614,2,3,6,0,2
Peve_00020727,0,0,0,0,0
Peve_00020726,0,0,0,0,7
Peve_00020724,0,0,130,0,32
STRG.3139,21,0,0,26,25
STRG.17387,14,0,55,8,14
STRG.17386,701,820,705,492,1688
Peve_00012779,0,0,0,39,0
Peve_00017575,0,0,0,0,0
STRG.1167,200,184,359,165,263
Peve_00012776,0,0,0,0,0
Peve_00012770,0,0,0,0,0
STRG.18048,77,5,0,5,90
STRG.25140,41,0,0,0,119
STRG.25141,12,0,0,0,23
STRG.25142,4,11,0,5,0
STRG.25143,41,8,182,53,50
Peve_00002257,0,0,0,0,0
STRG.25145,197,72,430,294,278
STRG.25146,12,58,29,0,30
STRG.25147,359,32,873,235,381
STRG.25148,10,37,7,10,36
STRG.25149,8,0,6,0,0
Peve_00002259,0,0,0,0,0
Peve_00002258,0,0,0,0,0
STRG.17385,296,48,155,99,347
STRG.1169,29,63,156,30,21
STRG.1168,3578,1127,6461,2812,4785
STRG.18040,2,1,0,0,0
Peve_00015090,0,0,0,0,0
Peve_00015098,0,0,0,0,0
Peve_00020793,0,0,0,0,0
Peve_00039825,0,0,0,0,0
Peve_00034814,0,0,0,0,0
Peve_00039820,0,0,0,0,0
Peve_00039821,0,0,0,0,0
Peve_00039829,0,0,63,6,0
Peve_00041432,0,0,0,0,11
Peve_00041433,0,0,0,0,0
Peve_00041435,0,0,0,13,6
Peve_00041439,0,0,0,11,0
STRG.17389,574,229,748,215,731
STRG.24231,10,0,0,7,10
STRG.24230,16358,4846,15369,3506,19652
STRG.24233,811,776,147,429,861
STRG.24232,1,0,0,0,0
STRG.24235,46,0,153,0,52
STRG.24234,46,19,0,0,87
STRG.24237,7,0,60,0,0
STRG.24236,245,138,683,149,263
STRG.24239,1248,906,940,651,2139
STRG.24238,12118,6664,13678,6847,24478
Peve_00024727,0,7,0,0,0
STRG.5885,6,4,0,0,46
STRG.7349,979,705,615,462,694
STRG.7348,2161,538,481,459,2265
STRG.5887,10,24,0,0,11
STRG.7341,61,0,0,27,91
Peve_00023111,0,0,0,0,9
STRG.7343,79,112,331,46,80
STRG.7342,5,16,145,0,4
STRG.7345,65,61,202,20,20
STRG.7344,18,0,0,0,52
STRG.7347,4815,1161,861,2015,5939
STRG.7346,40,586,322,57,77
STRG.16304,14,0,0,0,0
Peve_00008648,0,0,0,0,0
Peve_00014320,0,0,0,0,0
Peve_00014322,0,0,0,0,0
Peve_00044351,0,0,0,0,6
Peve_00003611,0,0,0,13,0
Peve_00008640,0,0,0,0,0
Peve_00003613,0,0,0,0,0
STRG.16306,741,282,1035,241,776
STRG.3067,609,276,335,231,778
Peve_00026189,0,0,0,0,0
Peve_00026185,0,0,0,0,0
STRG.3060,71,96,343,41,264
Peve_00019548,0,0,0,0,36
STRG.3061,195,233,1307,84,293
STRG.3062,25,1,8,0,9
Peve_00006557,0,0,0,0,81
Peve_00006559,0,0,0,0,0
STRG.3063,48,4,242,27,74
Peve_00042167,0,0,43,4,0
Peve_00042160,0,0,0,3,0
Peve_00042163,0,0,0,0,0
Peve_00042162,0,0,0,0,0
Peve_00016847,0,0,0,0,0
Peve_00016846,0,0,0,0,0
Peve_00016844,0,0,0,0,0
Peve_00016843,0,0,0,0,0
Peve_00016840,0,0,0,0,0
Peve_00039794,0,0,0,0,0
Peve_00039795,0,0,0,0,1
Peve_00039791,0,0,0,0,0
Peve_00039792,0,0,0,0,19
Peve_00036012,0,0,0,0,0
Peve_00035028,0,0,0,0,0
STRG.12817,1436,624,1185,923,1789
Peve_00035022,0,7,57,10,57
Peve_00035023,0,0,0,0,0
Peve_00035020,0,0,0,0,0
Peve_00035021,0,0,0,0,0
Peve_00035026,0,0,0,0,0
Peve_00035027,0,0,0,0,0
Peve_00035025,0,0,0,0,0
STRG.23278,883,215,16,786,3393
STRG.23279,2499,1294,84,2921,3582
Peve_00004349,0,0,0,0,0
STRG.20467,129,0,0,0,144
Peve_00009110,0,0,0,0,6
STRG.23270,461,139,140,317,1005
STRG.23271,274,73,124,103,423
STRG.23272,17,0,0,7,12
STRG.23273,447,68,4,19,545
Peve_00009119,0,0,0,0,0
STRG.23275,163,22,0,89,228
STRG.23276,28,0,0,51,49
STRG.23277,91,25,60,69,142
Peve_00035791,0,0,17,0,0
Peve_00035793,0,0,0,0,0
Peve_00007607,0,0,0,6,0
Peve_00035795,0,0,0,0,0
Peve_00007604,0,0,0,0,0
Peve_00007609,0,0,0,0,0
Peve_00007608,0,0,0,0,0
STRG.6083,38,0,216,0,12
Peve_00044278,0,0,0,0,0
Peve_00035844,0,0,0,0,0
Peve_00029725,0,0,0,0,0
Peve_00029722,0,0,0,7,0
Peve_00034772,0,0,0,5,0
STRG.8672,3848,1951,3834,3305,5370
Peve_00044275,0,0,0,0,0
Peve_00030136,0,0,11,5,4
Peve_00044274,0,0,0,0,0
STRG.26037,16,8,40,18,15
Peve_00030132,0,0,0,0,0
STRG.15456,647,70,409,277,279
Peve_00030131,0,0,35,0,16
STRG.16475,17,58,28,7,9
STRG.15453,605,223,863,249,443
STRG.26036,17,0,0,5,16
STRG.15452,19,0,0,0,0
STRG.24806,140,43,145,42,175
STRG.15459,68,5,37,0,0
STRG.24803,192,119,886,182,95
STRG.22777,168,106,751,87,226
Peve_00040286,0,0,0,0,0
Peve_00040287,0,0,0,0,8
Peve_00040284,0,0,0,1,1
Peve_00040285,0,0,0,0,0
Peve_00040282,0,7,0,0,4
Peve_00040283,0,43,0,16,0
Peve_00040280,0,0,0,0,0
Peve_00040288,0,0,0,0,0
Peve_00040289,0,0,0,0,0
Peve_00020866,0,0,0,0,0
Peve_00041886,0,0,0,0,0
Peve_00035809,0,0,0,0,0
Peve_00030879,0,0,0,0,0
Peve_00030872,0,0,0,0,0
Peve_00030873,0,0,0,0,0
Peve_00035802,0,0,0,0,0
Peve_00035803,0,0,0,0,0
Peve_00035806,0,1,0,0,0
Peve_00030875,0,0,0,0,18
Peve_00004343,0,0,0,3,0
Peve_00009939,0,0,0,0,0
STRG.23274,282,27,52,87,97
Peve_00009936,0,0,0,7,4
Peve_00009935,0,4,20,16,0
Peve_00007184,0,0,0,0,0
Peve_00007185,0,0,0,0,0
Peve_00007186,0,0,82,1,28
Peve_00007187,0,0,0,0,0
Peve_00007180,0,0,0,0,0
Peve_00007181,0,0,0,0,0
Peve_00007182,0,0,0,0,0
Peve_00007183,0,0,20,0,0
STRG.2805,339,92,750,127,287
Peve_00007188,0,0,0,0,3
Peve_00007189,0,0,0,0,0
STRG.2808,144,73,436,87,51
Peve_00025154,0,0,0,0,0
Peve_00002552,0,0,0,0,0
STRG.19195,292,85,29,116,255
STRG.26375,78,0,283,34,160
STRG.19312,338,339,735,164,563
STRG.19313,2332,907,3141,1328,3112
Peve_00028800,0,7,0,0,6
Peve_00028806,0,5,0,0,0
Peve_00028807,0,0,7,0,11
STRG.19311,370,216,741,139,285
STRG.19316,137,80,154,111,139
STRG.5265,5,0,0,0,15
STRG.15987,73,94,1009,96,126
STRG.15986,48,18,333,30,49
STRG.15985,6,2,0,0,3
STRG.15984,71,0,186,45,450
STRG.15983,14,0,109,0,148
STRG.15982,66,47,262,26,76
STRG.15981,1003,1327,846,284,836
STRG.15980,40,31,468,42,144
STRG.19315,201,110,582,181,179
STRG.15989,3838,1604,4233,1946,7023
STRG.15988,1291,618,1037,702,1662
Peve_00031009,0,0,0,0,0
Peve_00031001,0,0,55,0,148
STRG.24735,466,804,760,314,1090
Peve_00008327,0,0,0,0,0
Peve_00008321,0,0,0,0,0
Peve_00008320,0,0,0,0,0
Peve_00008323,0,0,0,0,0
Peve_00008322,0,97,0,212,361
STRG.3938,553,150,427,283,345
STRG.3939,194,151,740,111,308
STRG.3936,12,0,0,0,0
STRG.3937,260,161,620,124,240
STRG.3934,23,23,0,0,10
STRG.3935,61,34,126,0,42
STRG.3932,38,18,0,0,80
STRG.3933,536,83,1153,324,211
STRG.3930,3926,1175,2273,1306,4211
STRG.3931,194,140,321,65,210
Peve_00005012,0,0,0,0,0
STRG.6426,551,177,682,152,585
STRG.16861,26,27,166,3,81
STRG.16860,235,128,634,257,403
STRG.16863,6,0,0,0,7
STRG.16862,4,8,0,0,26
STRG.16865,52,17,15,54,129
STRG.16864,89,86,164,40,323
STRG.16867,15,14,0,31,31
STRG.16866,31,22,0,159,83
STRG.16869,131,45,162,126,223
STRG.16868,40,6,82,0,24
Peve_00000027,0,0,0,0,0
Peve_00013553,0,0,0,0,0
