gene_id,RNA-ACR-140,RNA-ACR-145,RNA-ACR-150,RNA-ACR-173,RNA-ACR-178
FUN_008117,370,230,165,414,340
FUN_008114,0,0,17,34,0
FUN_008115,62,82,0,102,232
FUN_024565,52049,58195,39183,55292,37705
FUN_024564,509,344,203,256,523
FUN_024567,364,355,352,231,659
FUN_008111,906,410,1601,1228,1629
FUN_024569,0,0,0,0,0
FUN_024568,940,825,577,633,302
FUN_008118,226,201,96,231,209
FUN_008119,3450,2883,2202,4065,1623
FUN_014247,0,0,0,0,0
FUN_044126,66,258,110,192,568
FUN_014245,0,0,0,0,11
FUN_014244,16,0,0,0,3
FUN_014243,0,0,0,0,0
FUN_044122,5,3,17,2,130
FUN_014241,78,11,20,21,49
FUN_014240,0,0,1,0,1
FUN_044129,80,295,118,221,612
FUN_044128,5,2,18,4,132
FUN_039659,0,0,0,0,0
FUN_039658,1,1,0,1,1
FUN_042227,0,0,0,8,0
FUN_001563,92,58,57,59,61
FUN_007379,0,0,0,0,2
FUN_022394,57,63,23,84,22
FUN_022395,1470,1523,1080,1612,1901
FUN_022396,1595,778,707,1575,837
FUN_007378,0,0,0,0,0
FUN_022390,262,367,187,347,318
FUN_022391,51,8,0,16,13
FUN_022392,0,0,0,0,0
FUN_022393,645,276,81,221,136
FUN_022398,428,229,214,293,227
FUN_022399,0,0,0,11,2
FUN_007373,0,0,0,0,1
FUN_007372,0,0,1,0,1
FUN_007371,0,0,0,0,1
FUN_022651,46,6,0,87,72
FUN_007370,0,0,0,0,0
FUN_025606,18,0,0,0,18
FUN_001788,1004,1577,389,835,651
FUN_022653,215,157,63,252,65
FUN_001789,5,0,3,0,20
FUN_022652,16,0,28,29,110
FUN_007375,0,0,0,0,1
FUN_022655,91,45,10,22,44
FUN_039656,0,0,0,0,0
FUN_025602,49,76,0,7,60
FUN_019851,0,3,1,1,3
FUN_019850,0,0,0,0,0
FUN_019853,0,0,5,0,5
FUN_019852,16,0,36,43,36
FUN_019855,0,0,0,0,0
FUN_019854,0,0,1,0,47
FUN_019857,0,0,0,0,0
FUN_019856,0,0,0,0,0
FUN_019859,0,0,0,0,0
FUN_019858,7,0,4,0,0
FUN_022656,808,603,134,337,197
FUN_015114,13,0,15,11,102
FUN_015115,41,47,23,24,44
FUN_015116,0,0,35,50,39
FUN_015117,0,0,48,47,33
FUN_015110,5394,2731,3072,5347,4371
FUN_015111,22,10,0,13,0
FUN_015112,1263,690,675,1045,1130
FUN_015113,13,0,23,27,33
FUN_015118,8,0,9,2,65
FUN_015119,55,77,80,38,28
FUN_024554,1052,645,842,932,958
FUN_038539,0,0,0,0,0
FUN_038538,0,0,0,0,0
FUN_024555,2365,1470,822,1297,1314
FUN_038533,1479,643,767,1222,1071
FUN_038532,4860,7090,3430,4848,1553
FUN_038531,4622,4767,1851,4510,5213
FUN_038530,0,0,26,28,0
FUN_038537,0,0,0,0,0
FUN_038536,13,139,0,6,141
FUN_038535,417,242,252,199,234
FUN_038534,5396,2121,2475,3280,2420
FUN_024557,3625,1878,1104,2136,1683
FUN_023939,0,26,20,1,1
FUN_023938,1316,1787,264,707,492
FUN_023937,1716,2433,911,1540,1754
FUN_023936,957,1638,1435,955,604
FUN_023935,1074,964,1575,894,936
FUN_023934,9162,9709,2775,7341,5551
FUN_023933,1284,1029,703,1066,851
FUN_023932,3467,1492,1669,2400,3205
FUN_023931,1192,1353,1106,1301,860
FUN_023930,56,69,41,44,165
FUN_024552,19,27,0,0,16
FUN_008102,0,17,0,19,28
FUN_024437,0,0,0,0,1
FUN_000800,1,0,0,0,0
FUN_013891,0,0,0,0,0
FUN_024558,1500,1530,1043,1159,872
FUN_008108,1307,979,955,1785,2166
FUN_027699,0,0,0,0,0
FUN_015808,72,0,0,0,61
FUN_015809,0,0,0,0,0
FUN_015802,0,0,0,0,0
FUN_015803,0,0,0,0,0
FUN_015800,0,0,0,0,0
FUN_015801,0,0,0,0,0
FUN_015806,68,0,0,87,0
FUN_015807,0,0,0,0,0
FUN_015804,0,0,0,0,0
FUN_015805,0,0,0,0,0
FUN_040038,3314,2532,1478,2594,2041
FUN_042203,0,0,0,1,0
FUN_029453,1998,900,810,1915,1292
FUN_022389,1066,723,617,1111,1554
FUN_022388,669,352,522,783,405
FUN_027139,194,1173,154,689,359
FUN_027138,2,0,0,7,0
FUN_027133,2357,2094,1260,2967,1480
FUN_027132,0,284,0,201,33
FUN_027131,15,8,0,0,0
FUN_027130,1239,1463,729,1415,906
FUN_027137,543,1692,563,1389,1180
FUN_027136,736,3298,1079,1852,1601
FUN_027135,174,1192,475,756,381
FUN_027134,452,2021,596,1378,1192
FUN_022383,1324,1377,934,1239,861
FUN_022382,11,0,21,21,0
FUN_040770,0,0,1,0,0
FUN_010051,0,0,0,0,0
FUN_010056,0,0,0,0,0
FUN_022386,904,347,592,1995,590
FUN_010054,15,19,0,0,14
FUN_010055,0,0,0,2,32
FUN_017538,0,0,0,0,1
FUN_017539,0,0,1,1,0
FUN_013899,0,0,0,0,0
FUN_017534,0,0,0,0,1
FUN_017535,0,0,0,1,0
FUN_017536,0,0,0,0,0
FUN_034996,759,338,566,909,804
FUN_017530,0,0,0,0,1
FUN_017531,0,0,0,0,0
FUN_017532,0,0,0,0,0
FUN_017533,0,0,0,0,0
FUN_036737,14,0,4,0,25
FUN_036736,0,0,0,0,44
FUN_027742,6,0,0,0,0
FUN_023258,1620,1543,1589,1362,818
FUN_023259,5835,8341,1610,5872,2877
FUN_023252,3572,2437,1974,1946,1894
FUN_023253,10,4,4,10,13
FUN_023250,3832,3058,2249,3280,5089
FUN_023251,5142,2719,2554,4268,3735
FUN_023256,910,511,507,835,689
FUN_023257,1234,688,514,925,1085
FUN_023254,12,15,12,42,21
FUN_023255,273,422,210,211,205
FUN_004277,1839,1226,861,1932,1592
FUN_004276,985,1359,1293,995,1102
FUN_004275,1456,1085,735,1260,757
FUN_004274,415,384,50,183,135
FUN_004273,677,738,436,755,305
FUN_004272,446,412,256,348,412
FUN_004271,80,127,46,36,28
FUN_004270,3154,2677,1350,2323,1983
FUN_004279,193,57,55,371,276
FUN_004278,62,103,68,46,33
FUN_024373,959,860,354,592,504
FUN_031539,5,0,0,50,0
FUN_019305,0,0,2,0,0
FUN_033949,0,0,0,0,0
FUN_033948,29539,9316,8144,15173,12699
FUN_033943,2991,1372,799,1541,1846
FUN_033942,306,28,67,156,250
FUN_033941,477,127,142,340,259
FUN_033940,21,5,0,53,12
FUN_033947,2250,2204,2748,2514,1463
FUN_033946,49,0,18,89,210
FUN_033945,163,147,168,132,78
FUN_033944,533,257,207,315,534
FUN_018849,7,2,0,0,103
FUN_018848,63,44,68,60,79
FUN_018841,0,0,0,0,18
FUN_018840,0,0,0,0,0
FUN_018843,0,0,0,0,0
FUN_018842,4228,3481,2535,3995,3893
FUN_018845,0,0,0,0,0
FUN_018844,0,0,0,0,0
FUN_018847,88,0,75,171,34
FUN_018846,0,3,4,21,125
FUN_025117,0,0,0,0,0
FUN_040706,0,0,0,0,5
FUN_008236,1267,858,535,825,520
FUN_025115,0,0,0,0,0
FUN_024379,110,126,148,151,97
FUN_031632,78,191,166,766,223
FUN_038637,241,176,103,318,193
FUN_008234,1432,980,440,855,695
FUN_021492,0,0,1,0,0
FUN_021493,0,0,0,0,0
FUN_021490,0,0,0,0,0
FUN_021491,0,0,0,0,0
FUN_021496,0,0,0,0,0
FUN_021497,0,0,0,0,0
FUN_021494,0,0,1,0,0
FUN_021495,0,0,0,0,0
FUN_021498,0,0,1,0,0
FUN_021499,0,0,0,0,0
FUN_018190,534,532,330,998,783
FUN_007818,227,110,176,151,151
FUN_007819,533,297,261,292,530
FUN_035453,709,801,386,1300,892
FUN_035452,4775,2781,2306,4197,2680
FUN_035451,223,380,458,398,460
FUN_035450,148,35,89,79,8
FUN_035457,387,419,239,557,387
FUN_035456,1235,828,672,1892,1505
FUN_035455,25,23,46,35,35
FUN_007817,0,6,0,0,2
FUN_025111,0,0,0,0,0
FUN_035459,574,493,262,533,196
FUN_035458,983,790,519,1180,499
FUN_018199,92,0,17,97,88
FUN_004912,155,199,109,174,126
FUN_012036,45,3888,1825,8178,8376
FUN_004910,484,136,146,136,190
FUN_004911,0,0,0,0,0
FUN_004916,1813,1337,601,1393,741
FUN_004917,583,730,183,706,677
FUN_004914,168,172,109,41,117
FUN_004915,0,0,0,6,0
FUN_004918,443,394,277,262,313
FUN_004919,2516,2476,1639,2739,1874
FUN_012034,114,171,93,158,134
FUN_007813,952,1356,766,1422,1350
FUN_031516,9751,4410,878,3369,278
FUN_031517,350,210,187,228,170
FUN_031514,25,78,6,26,18
FUN_012035,1268,1264,466,1645,1469
FUN_031512,1305,568,611,1376,367
FUN_031513,2366,1300,846,1743,478
FUN_031510,510,507,463,556,574
FUN_031511,1109,690,277,845,1531
FUN_017000,125,36,11,125,16
FUN_007811,36,38,20,25,0
FUN_031518,837,404,426,700,584
FUN_017001,0,0,0,0,0
FUN_017002,0,0,2,0,0
FUN_017003,929,0,12,27,135
FUN_019867,0,0,0,0,0
FUN_001988,0,0,0,0,0
FUN_001989,6,14,27,2303,1335
FUN_001982,0,0,8,0,0
FUN_001983,17,0,21,9,296
FUN_001980,0,0,0,0,0
FUN_001981,0,0,0,0,0
FUN_001986,0,0,0,0,0
FUN_001987,0,0,0,0,0
FUN_001984,6,0,7,3,104
FUN_001985,0,0,0,0,0
FUN_020723,0,0,0,0,0
FUN_020722,0,0,0,0,0
FUN_020721,0,0,0,0,0
FUN_020720,1,0,1,0,0
FUN_020727,0,0,0,0,0
FUN_020726,1,0,0,0,0
FUN_020725,0,0,0,0,0
FUN_020724,0,0,0,0,0
FUN_020729,0,0,1,0,0
FUN_020728,0,0,0,0,0
FUN_032157,293,379,286,577,150
FUN_032156,5740,3443,3191,4127,2617
FUN_032155,4542,4928,3463,2369,2630
FUN_032154,2444,2236,1312,1304,2895
FUN_032153,1161,924,665,1115,1336
FUN_032152,0,0,0,0,0
FUN_032151,26037,16493,12424,29516,9042
FUN_032150,1906,2821,6838,8838,5375
FUN_032159,256,202,289,265,140
FUN_032158,253,365,207,402,167
FUN_043940,3,4,8,2,54
FUN_043941,78,155,150,155,350
FUN_043942,0,0,2,0,5
FUN_000168,0,0,0,0,1
FUN_043944,0,0,1,0,2
FUN_043945,0,0,0,0,0
FUN_008352,0,0,1,0,0
FUN_043947,0,0,0,0,0
FUN_000163,2,0,5,0,12
FUN_043949,0,0,0,0,0
FUN_000161,3,0,7,0,13
FUN_000160,0,0,0,0,1
FUN_000167,2,1,4,0,15
FUN_000166,0,0,0,0,2
FUN_000165,1,1,4,0,18
FUN_000164,0,0,0,0,0
FUN_015102,805,428,197,380,572
FUN_002989,0,0,0,0,0
FUN_002988,0,0,0,0,0
FUN_002983,0,0,0,0,0
FUN_002982,0,0,0,0,0
FUN_002981,0,0,0,0,0
FUN_002980,0,0,0,0,0
FUN_002987,0,0,0,0,0
FUN_002986,0,0,1,0,0
FUN_002985,0,0,0,0,0
FUN_002984,0,0,0,0,0
FUN_007755,621,488,468,562,496
FUN_007754,777,385,271,596,339
FUN_007757,359,366,358,426,225
FUN_007756,34,73,18,9,18
FUN_007751,722,704,212,187,129
FUN_007750,168,267,86,167,100
FUN_007753,17,9,27,129,91
FUN_007752,39,16,3,35,26
FUN_007759,5243,2880,3210,3391,3703
FUN_007758,3806,3165,1805,3532,1884
FUN_038631,109,116,14,35,44
FUN_000299,91,13,69,132,93
FUN_000298,38,4,72,0,33
FUN_005669,0,0,2,0,10
FUN_005668,0,0,3,0,3
FUN_000295,618,351,504,999,728
FUN_005666,0,0,3,0,9
FUN_000297,177,75,27,86,180
FUN_000296,401,232,254,710,567
FUN_000291,242,142,193,121,27
FUN_000290,272,99,92,186,25
FUN_005661,0,0,2,0,6
FUN_005660,0,0,2,0,5
FUN_033204,0,0,0,0,0
FUN_033205,65,0,27,30,10
FUN_033206,0,0,0,0,0
FUN_033207,1,17,0,13,2
FUN_033200,49,8,2,47,35
FUN_033201,0,11,1,7,4
FUN_033202,122,81,56,60,72
FUN_033203,48,32,7,81,117
FUN_033208,0,0,0,0,0
FUN_033209,5,28,0,12,0
FUN_006845,284,206,267,223,176
FUN_016911,0,0,0,1,0
FUN_016910,0,0,0,63,0
FUN_016913,0,0,0,19,0
FUN_016912,0,0,0,25,0
FUN_016915,81,32,34,873,216
FUN_016914,13,0,0,193,51
FUN_016917,70,21,41,0,183
FUN_016916,48,0,14,653,165
FUN_016919,20,12,13,54,0
FUN_016918,123,51,67,692,224
FUN_014786,899,787,509,606,757
FUN_018445,137,187,105,113,53
FUN_036656,0,0,0,0,3
FUN_018444,180,57,82,51,8
FUN_018447,53,100,83,157,110
FUN_025257,430,587,436,239,280
FUN_006408,3047,1855,713,2066,1118
FUN_006409,2691,1797,2051,3785,1855
FUN_006402,15,0,6,16,21
FUN_006403,7,2,19,0,123
FUN_006400,6,9,7,6,14
FUN_006401,0,0,0,5,0
FUN_006406,0,8,0,12,0
FUN_006407,13,15,51,41,207
FUN_006404,0,0,0,0,38
FUN_006405,0,0,0,0,0
FUN_018443,3133,875,690,1426,1275
FUN_034013,395,521,122,418,144
FUN_004138,190,77,30,51,50
FUN_004139,88,80,24,89,24
FUN_040378,0,0,0,0,18
FUN_010459,0,0,0,0,0
FUN_040376,0,0,0,0,69
FUN_004135,0,0,0,0,0
FUN_010454,34,24,12,24,6
FUN_010455,410,12,4,36,17
FUN_004130,0,28,0,22,17
FUN_004131,5938,6838,4334,8665,2153
FUN_010450,542,37,25,522,33
FUN_004133,37,0,30,53,57
FUN_035750,1041,842,864,1046,958
FUN_034018,671,261,358,296,352
FUN_018448,0,96,13,84,140
FUN_035642,1,2,1,2,3
FUN_026330,21,0,2,0,0
FUN_029907,14,2,9,3,38
FUN_034269,0,0,0,0,0
FUN_034268,61,66,29,39,24
FUN_034267,50,124,23,60,36
FUN_034266,881,659,411,906,997
FUN_034265,19127,12289,6779,14786,11915
FUN_034264,1648,4157,1598,1939,909
FUN_034263,1079,1000,645,1506,1123
FUN_034262,714,624,579,1591,1173
FUN_034261,136,162,150,367,371
FUN_034260,3842,2594,2389,5345,3238
FUN_040998,134,191,0,165,280
FUN_040999,121,0,42,21,9
FUN_040992,65,120,43,63,91
FUN_040993,16,63,11,16,30
FUN_040990,0,6,0,0,40
FUN_040991,0,0,0,0,0
FUN_040996,0,0,0,0,14
FUN_040997,28,21,23,28,90
FUN_040994,2,0,8,10,0
FUN_040995,0,0,0,0,0
FUN_023447,1001,409,391,137,278
FUN_003994,0,1,0,2,1
FUN_028410,0,688,0,744,367
FUN_023445,155,163,0,39,36
FUN_002473,2391,1529,1167,2320,917
FUN_002472,454,301,238,364,281
FUN_002471,1193,644,685,1110,1102
FUN_002470,156,131,51,146,152
FUN_002477,971,19,1133,27,10
FUN_002476,829,439,1165,899,425
FUN_002475,433,116,206,178,191
FUN_002474,15,20,0,38,17
FUN_023443,1523,1078,1148,1682,749
FUN_002479,253,29,169,95,48
FUN_002478,0,0,0,0,0
FUN_028414,0,0,1,55,0
FUN_012340,912,471,522,1252,857
FUN_012341,272,299,203,887,493
FUN_012342,1611,913,571,1163,1108
FUN_012343,513,201,146,828,394
FUN_012344,577,381,543,624,301
FUN_028417,80,0,68,95,1
FUN_012346,7774,7270,1930,3331,2515
FUN_012347,405,369,358,380,520
FUN_012348,1801,1018,777,1325,847
FUN_012349,2614,1694,1070,2359,1983
FUN_035755,3631,2780,1966,3156,2040
FUN_028416,0,0,0,1112,0
FUN_013431,21,3,6,0,20
FUN_014426,1,2,8,4,22
FUN_014425,6,7,96,33,321
FUN_013432,0,0,0,0,0
FUN_014423,6,10,148,31,501
FUN_013434,0,0,0,0,0
FUN_014421,0,0,9,0,4
FUN_013436,0,0,0,0,0
FUN_010335,0,0,0,0,0
FUN_013438,524,1374,133,430,104
FUN_014429,62,99,43,12,58
FUN_014428,0,4,112,0,4
FUN_036595,0,0,1,0,0
FUN_003998,70,21,0,160,29
FUN_011491,0,0,0,0,0
FUN_011490,0,0,0,0,0
FUN_011493,0,0,0,0,0
FUN_011492,0,0,0,0,0
FUN_011495,0,0,0,0,2
FUN_011494,62,0,0,0,161
FUN_011497,44,0,9,17,8
FUN_011496,51,0,6,12,32
FUN_000930,578,310,442,744,480
FUN_000931,171,25,49,186,103
FUN_000932,3294,1604,1807,3210,2683
FUN_000933,2373,2264,1479,2864,2647
FUN_000934,1196,1865,499,1314,1296
FUN_000935,1792,2025,1160,1307,1741
FUN_000936,0,0,0,3,0
FUN_000937,0,0,0,0,0
FUN_029395,61,30,0,68,24
FUN_029394,0,13,28,11,14
FUN_029397,611,257,333,476,386
FUN_029396,373,296,142,237,380
FUN_029391,0,0,0,0,0
FUN_029390,0,0,0,0,0
FUN_029393,354,230,372,833,582
FUN_029392,3378,3343,1928,3635,2778
FUN_043009,960,418,601,439,358
FUN_029399,102,38,0,0,204
FUN_029398,13,0,0,0,11
FUN_000689,1,0,0,0,0
FUN_009740,0,7,4,38,0
FUN_009741,0,1,1,0,0
FUN_009742,0,0,0,0,0
FUN_009743,0,0,0,0,0
FUN_009744,0,0,0,0,0
FUN_009745,0,0,0,0,0
FUN_009746,158,22,62,597,247
FUN_009747,296,19,15,22,0
FUN_009748,0,0,0,0,8
FUN_009749,0,0,0,0,0
FUN_010332,0,0,0,0,0
FUN_029649,5,0,0,0,32
FUN_029648,72,176,0,230,54
FUN_029647,0,2,0,1,1
FUN_029646,17,101,21,123,116
FUN_029645,333,45,71,3,28
FUN_029644,575,176,175,374,273
FUN_029643,50,7,0,0,0
FUN_029642,649,337,256,528,440
FUN_029641,30,69,92,50,153
FUN_029640,2412,2530,1642,1246,2418
FUN_015774,0,0,0,0,0
FUN_015775,241,46,159,278,276
FUN_015776,36,4,0,32,29
FUN_015777,138,27,116,249,174
FUN_015770,0,0,0,0,7
FUN_015771,0,0,0,0,0
FUN_015772,0,0,0,0,0
FUN_015773,0,0,0,0,0
FUN_015778,0,0,0,0,0
FUN_015779,0,0,0,0,0
FUN_024571,0,0,0,0,0
FUN_034600,633,867,245,1066,641
FUN_042266,748,605,800,723,1622
FUN_042267,0,15,8,16,83
FUN_042264,16,0,0,5,0
FUN_042265,0,0,0,0,0
FUN_042262,11,0,6,5,15
FUN_016143,0,0,0,0,0
FUN_042260,0,0,52,0,118
FUN_016141,1616,1005,595,1253,1281
FUN_023090,87,35,29,0,55
FUN_023091,33,30,23,21,52
FUN_023092,0,3,9,22,42
FUN_023093,177,2962,195,428,658
FUN_023094,202,4673,150,497,518
FUN_023095,10158,8077,4591,7584,4734
FUN_023096,193,470,205,70,447
FUN_042269,36,27,14,6,45
FUN_015488,0,0,0,0,0
FUN_015489,0,0,0,0,18
FUN_015486,1078,292,615,756,506
FUN_015487,245,94,26,261,29
FUN_015484,91,531,2,189,0
FUN_015485,162,247,19,292,2
FUN_015482,0,0,0,0,0
FUN_015483,0,0,0,0,0
FUN_015480,0,3,0,0,0
FUN_015481,0,0,0,0,0
FUN_017439,0,0,0,0,0
FUN_017438,0,0,0,0,0
FUN_017435,0,0,0,0,1
FUN_017434,0,0,0,0,0
FUN_017437,0,0,0,0,0
FUN_017436,0,0,0,0,0
FUN_017431,2,0,1,2,0
FUN_017430,0,0,0,0,0
FUN_017433,0,0,0,0,0
FUN_017432,1,0,1,0,0
FUN_008831,9,29,0,4,7
FUN_008830,6,4,0,54,53
FUN_008833,0,0,0,0,0
FUN_008832,0,0,0,0,0
FUN_008835,0,0,0,24,0
FUN_008834,0,0,0,0,0
FUN_008837,0,0,0,0,0
FUN_008836,0,0,23,30,50
FUN_008839,0,0,12,11,100
FUN_008838,0,0,0,0,1
FUN_000007,21,51,22,56,113
FUN_026570,1377,264,405,602,1130
FUN_026571,37,0,0,0,0
FUN_026572,414,108,201,241,549
FUN_026573,66,0,15,25,55
FUN_026574,4,0,5,0,42
FUN_026575,0,0,0,0,0
FUN_026576,0,0,0,0,0
FUN_026577,0,0,0,0,0
FUN_026578,0,0,0,0,1
FUN_026579,964,380,323,362,367
FUN_028516,8,0,0,0,29
FUN_028517,12,0,4,4,15
FUN_028510,5977,2779,2720,3636,5105
FUN_028511,3047,2565,2028,5743,6451
FUN_028512,111,327,61,139,36
FUN_028513,28,203,131,211,278
FUN_025001,0,2,0,0,0
FUN_025000,3,3,0,0,3
FUN_025003,3,0,0,0,1
FUN_022050,1423,688,487,894,787
FUN_022057,206,168,129,223,147
FUN_025004,0,0,0,0,0
FUN_025007,3,0,0,0,2
FUN_025006,3,3,0,0,0
FUN_025009,0,0,0,0,0
FUN_025008,1,0,0,0,1
FUN_022059,465,475,443,446,728
FUN_022058,2990,3179,1441,2222,1596
FUN_000680,1,0,0,1,0
FUN_010471,25,0,0,59,0
FUN_030142,0,0,0,0,0
FUN_010473,1092,1049,853,1024,1475
FUN_014162,2,2,1,0,2
FUN_014163,62,27,7,68,11
FUN_014160,0,0,0,0,0
FUN_014161,0,0,0,0,0
FUN_014166,25,90,37,178,20
FUN_014167,136,134,128,327,141
FUN_014164,0,0,3,14,13
FUN_014165,1137,333,238,983,307
FUN_014168,1668,561,604,1627,515
FUN_014169,3956,3801,2455,3116,2735
FUN_026502,69,351,68,50,0
FUN_010475,100,1,82,35,463
FUN_030007,0,0,0,0,0
FUN_030006,0,0,0,0,0
FUN_030005,0,5,0,0,0
FUN_030004,0,3,0,4,117
FUN_030003,0,0,0,0,4
FUN_030002,0,0,0,0,0
FUN_030001,0,8,0,0,0
FUN_030000,0,0,0,0,0
FUN_030009,0,0,0,0,0
FUN_030008,0,0,41,0,62
FUN_010476,4,0,0,0,83
FUN_024068,609,422,875,330,215
FUN_024069,923,729,528,615,1471
FUN_024060,0,0,0,0,0
FUN_024061,0,0,0,0,0
FUN_024062,0,0,4,0,0
FUN_024063,95,67,85,74,90
FUN_024064,252,253,145,181,218
FUN_024065,101,29,70,21,119
FUN_024066,201,237,126,219,153
FUN_024067,417,576,974,469,429
FUN_021650,0,0,0,0,0
FUN_021651,0,0,0,0,1
FUN_021652,0,0,0,0,1
FUN_021653,0,0,1,0,1
FUN_021654,0,0,0,0,0
FUN_021655,0,0,0,0,1
FUN_021656,0,0,1,0,1
FUN_021657,0,0,0,0,1
FUN_021658,0,0,0,0,0
FUN_021659,0,0,1,0,0
FUN_043173,76,53,31,47,32
FUN_007105,53,18,70,60,57
FUN_007106,10,132,88,104,232
FUN_043305,774,539,614,2,349
FUN_007100,3975,2138,2127,4893,6469
FUN_043303,87,100,103,192,113
FUN_007102,100,0,114,57,145
FUN_007103,9,0,0,0,0
FUN_043808,0,0,34,0,37
FUN_023878,0,0,0,0,0
FUN_023879,0,0,0,0,0
FUN_023872,274,265,306,251,408
FUN_023873,69,23,12,15,69
FUN_023870,29,21,30,115,69
FUN_023871,386,644,117,637,258
FUN_023876,0,0,0,14,0
FUN_023877,0,0,0,0,0
FUN_023874,0,0,0,0,6
FUN_023875,9,0,10,0,22
FUN_031754,4018,324,89,3806,2169
FUN_031755,142,92,77,101,102
FUN_031756,740,510,259,501,324
FUN_039568,17,0,0,0,53
FUN_031750,185,107,47,222,323
FUN_031751,1568,958,486,1016,1046
FUN_031752,447,376,315,227,391
FUN_031753,142,120,35,299,299
FUN_039563,0,0,0,0,0
FUN_039562,721,300,204,1082,646
FUN_039561,473,99,251,692,798
FUN_039560,58,39,141,255,518
FUN_039567,0,0,0,0,0
FUN_031759,73,32,31,27,41
FUN_039565,0,0,0,0,0
FUN_039564,0,0,0,0,0
FUN_005297,317,200,271,587,300
FUN_020521,0,0,0,0,0
FUN_020520,0,0,0,0,0
FUN_020523,0,0,0,0,0
FUN_020522,0,0,0,0,0
FUN_039699,0,17,0,22,39
FUN_020524,0,0,0,0,0
FUN_020527,0,0,0,0,0
FUN_020526,0,0,0,0,0
FUN_020529,0,0,0,0,0
FUN_039694,0,0,7,0,0
FUN_013851,0,0,0,0,0
FUN_039696,0,0,0,0,12
FUN_039691,0,0,0,0,0
FUN_039690,0,0,9,53,21
FUN_039693,6,77,69,0,137
FUN_039692,0,22,0,0,21
FUN_013350,2112,1280,884,2494,2112
FUN_013351,191,478,271,460,251
FUN_041232,65,8,18,116,42
FUN_026969,0,0,2,0,90
FUN_026968,0,16,0,0,0
FUN_026963,0,0,0,0,0
FUN_026962,0,0,0,0,0
FUN_026961,0,0,0,0,0
FUN_026960,0,0,0,0,0
FUN_026967,5,0,0,0,7
FUN_026966,0,0,0,0,0
FUN_026965,0,0,0,0,0
FUN_026964,12,0,0,0,0
FUN_013356,88,14,13,86,58
FUN_041237,0,1,0,0,0
FUN_041238,1,1,0,1,1
FUN_013359,2856,2390,1089,1726,993
FUN_037349,0,0,0,0,0
FUN_037348,0,0,0,0,0
FUN_037345,1,0,0,1,0
FUN_037344,0,1,0,1,0
FUN_037347,1,0,0,1,2
FUN_037346,0,0,1,0,0
FUN_037341,1348,1243,0,27,726
FUN_037340,916,603,0,0,278
FUN_037343,1,1,0,1,0
FUN_037342,0,0,5,23,0
FUN_005469,1,1,1,0,1
FUN_005468,50,83,36,81,68
FUN_005465,14,0,9,0,23
FUN_005464,3420,5045,2504,4124,1367
FUN_005467,4780,3161,3028,5679,5119
FUN_005466,0,0,15,0,14
FUN_005461,3,0,0,0,0
FUN_005460,0,0,0,0,0
FUN_005463,0,0,0,401,0
FUN_005462,0,0,0,0,0
FUN_043651,1280,668,286,841,524
FUN_001519,5600,2135,1560,2610,3314
FUN_001518,2238,2894,1447,2138,1189
FUN_001515,88,121,21,70,67
FUN_001514,0,0,5,0,15
FUN_001517,1501,1072,764,1443,1631
FUN_001516,37,22,0,26,4
FUN_001511,0,0,0,0,11
FUN_001510,125,89,52,56,50
FUN_001513,0,0,8,0,8
FUN_001512,0,0,0,0,0
FUN_037648,0,0,0,0,0
FUN_023635,2661,1933,1129,3360,2300
FUN_007677,1114,1111,928,1140,794
FUN_008375,815,720,569,1098,369
FUN_026039,6695,1799,851,1257,3326
FUN_026038,1428,1057,408,734,262
FUN_026031,1461,1627,791,1615,709
FUN_026030,0,0,0,0,0
FUN_026033,723,868,272,973,970
FUN_026032,1650,3177,1371,1642,2764
FUN_026035,2473,1681,1670,2554,1659
FUN_026034,2840,1175,1209,2046,1759
FUN_026037,1839,2648,793,1307,3334
FUN_026036,69,308,77,340,265
FUN_037646,0,0,0,0,0
FUN_037647,0,0,0,0,0
FUN_004332,4116,3379,1929,3148,2156
FUN_004333,697,805,468,583,587
FUN_004330,478,512,309,322,376
FUN_004331,396,32,193,251,237
FUN_004336,189,76,165,158,80
FUN_004337,67,37,32,109,64
FUN_004334,166,221,103,199,130
FUN_004335,150,100,0,106,41
FUN_004338,46,108,121,113,28
FUN_004339,173,18,156,27,625
FUN_008379,0,0,0,0,0
FUN_007827,574,36,242,69,368
FUN_007826,71,24,13,63,107
FUN_007825,108,2,31,1,127
FUN_007824,2386,1011,1026,1451,1992
FUN_007823,2615,1941,1622,2987,2596
FUN_007822,228,120,162,254,229
FUN_007821,3363,1495,1632,3102,2145
FUN_007820,614,375,231,345,380
FUN_032696,0,0,8,0,0
FUN_007829,65,81,459,95,44
FUN_007828,0,2,0,0,5
FUN_005123,0,68,0,0,0
FUN_035953,0,0,0,0,0
FUN_005124,49,0,22,1,106
FUN_005125,0,0,0,0,0
FUN_005126,0,0,0,0,0
FUN_005127,710,250,188,512,163
FUN_027819,0,0,0,0,0
FUN_018492,0,0,0,0,0
FUN_018493,497,769,180,1204,583
FUN_018490,0,0,0,0,0
FUN_018491,0,0,0,0,0
FUN_034069,17,56,13,395,741
FUN_018497,307,540,206,1807,2602
FUN_018494,0,3,0,6,1
FUN_018495,636,776,147,398,1584
FUN_034065,184,200,78,167,125
FUN_034064,17,103,0,152,120
