gene_id,RNA-POC-47,RNA-POC-48,RNA-POC-50,RNA-POC-53,RNA-POC-57
STRG.11725,1509,792,1926,1146,1017
STRG.11724,4482,2095,5079,1664,621
STRG.11723,960,269,2217,1016,296
STRG.11722,4173,2483,4970,3594,3056
STRG.11721,1922,1250,1101,1175,407
STRG.11720,4,4,35,8,5
STRG.2761,309,81,596,269,174
Pocillopora_meandrina_HIv1___RNAseq.g20210.t1,0,0,0,0,0
STRG.11729,75,0,0,98,0
STRG.11728,1605,1268,1684,1490,982
STRG.19253,732,342,750,456,673
STRG.19252,560,250,818,362,284
STRG.19251,3,71,0,118,0
STRG.19250,10,36,4,12,72
STRG.19257,2347,2182,3740,1707,1404
STRG.19256,75,0,0,18,20
STRG.19255,25,13,21,19,9
STRG.19254,4853,3338,5539,3472,1763
STRG.19259,360,1003,359,480,195
STRG.19258,1140,1244,1436,981,400
Pocillopora_meandrina_HIv1___RNAseq.g6477.t1,0,0,0,0,0
STRG.20684,66,46,65,60,507
STRG.20685,2,3,3,10,0
STRG.20686,1968,3571,140,581,1409
STRG.20687,9,0,0,0,0
STRG.20680,129,857,27,932,387
STRG.20681,1,0,0,0,0
STRG.20682,79,619,0,125,84
STRG.20683,260,536,242,404,854
STRG.316,11,44,35,209,106
STRG.317,1107,1868,1006,3114,999
STRG.314,1593,546,1463,1185,623
STRG.315,160,192,191,213,383
STRG.20688,77,153,23,53,65
STRG.20689,846,519,41,144,200
STRG.310,2386,1954,3182,2317,2102
STRG.311,1019,1283,1447,1455,487
STRG.9626,102,263,178,166,0
Pocillopora_meandrina_HIv1___TS.g5881.t1,0,35,34,0,0
STRG.21089,146,48,62,30,16
STRG.21088,3,0,0,0,0
STRG.21081,141,219,0,0,0
STRG.21080,20,122,1,0,0
STRG.21083,407,189,229,219,116
STRG.21082,484,334,472,185,258
STRG.21085,134,166,144,397,59
Pocillopora_meandrina_HIv1___TS.g4089.t1,0,0,0,0,0
STRG.21087,129,28,179,87,251
Pocillopora_meandrina_HIv1___RNAseq.g3143.t1,0,0,9,8,0
STRG.10232,300,124,233,248,174
STRG.10233,8,56,0,0,37
STRG.10230,5,0,0,3,0
STRG.10231,301,351,213,235,105
STRG.10236,103,182,105,132,181
STRG.10237,5952,3376,5144,3969,2532
STRG.10234,690,954,1008,425,156
STRG.10235,417,504,755,780,427
STRG.10238,168,134,805,205,81
STRG.10239,84,177,198,131,145
Pocillopora_meandrina_HIv1___TS.g9545.t1,0,0,5,7,0
Pocillopora_meandrina_HIv1___RNAseq.g25127.t1,0,1,0,0,0
STRG.11183,2417,1568,2579,3128,895
STRG.11182,14,0,7,0,0
STRG.11181,187,157,279,214,151
STRG.11180,198,576,316,340,127
STRG.11187,289,231,313,392,117
STRG.11186,903,948,1204,628,455
STRG.11185,5035,3304,5679,3687,2622
Pocillopora_meandrina_HIv1___RNAseq.g5969.t1,0,0,0,0,0
STRG.11189,11254,13497,13462,10723,4130
STRG.11188,2353,2769,4778,2381,3130
STRG.6917,338,0,5,19,47
Pocillopora_meandrina_HIv1___RNAseq.g3339.t1,0,24,0,5,6
Pocillopora_meandrina_HIv1___RNAseq.g15840.t2,0,14,22,0,15
STRG.5333,59,120,178,127,59
STRG.5330,2525,1097,2355,1381,375
STRG.21333,279,13,1,30,2
STRG.21332,7,0,0,1,0
STRG.21331,159,114,162,112,77
STRG.21330,93,94,117,320,15
STRG.21337,99,62,236,160,39
STRG.21336,1,11,22,27,12
STRG.21335,36,26,12,65,0
STRG.21334,110,0,0,60,75
STRG.5336,550,342,977,492,119
STRG.21339,21,0,40,27,20
STRG.21338,441,118,248,128,49
STRG.19205,140,0,407,124,71
STRG.19206,160,13,250,93,74
Pocillopora_meandrina_HIv1___RNAseq.g13136.t1,0,0,0,0,0
STRG.15958,52,80,275,87,35
STRG.15959,169,144,93,153,56
Pocillopora_meandrina_HIv1___RNAseq.g14327.t1,0,2,0,0,0
STRG.6979,7929,4122,9221,5024,5328
STRG.15955,500,610,589,443,328
STRG.15957,442,249,628,475,128
Pocillopora_meandrina_HIv1___RNAseq.g26850.t1,0,0,0,0,0
STRG.15951,4176,5766,3995,6646,3150
STRG.7235,23,9,27,0,39
Pocillopora_meandrina_HIv1___RNAseq.g2820.t1b,0,0,0,3,0
STRG.7237,1950,1054,2421,1810,765
STRG.7236,1848,1960,2455,2394,640
STRG.7231,887,494,1064,1006,383
STRG.7230,1499,1732,1341,1969,621
STRG.7233,81,88,77,61,13
STRG.7232,2075,1053,2072,1568,483
STRG.7239,30,2487,3808,0,0
STRG.7238,39,70,67,43,72
Pocillopora_meandrina_HIv1___TS.g7109.t1,0,11,8,0,0
Pocillopora_meandrina_HIv1___RNAseq.g16378.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g14514.t1,0,2,1,0,0
Pocillopora_meandrina_HIv1___RNAseq.g14325.t1,0,0,0,5,0
Pocillopora_meandrina_HIv1___RNAseq.g26291.t1,0,0,0,0,15
Pocillopora_meandrina_HIv1___RNAseq.g25137.t1,0,29,0,19,0
Pocillopora_meandrina_HIv1___RNAseq.g17480.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g17778.t1,0,66,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g14516.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g23447.t1,0,246,44,25,337
Pocillopora_meandrina_HIv1___RNAseq.g6442.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g17693.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.18229_t,0,0,42,0,29
Pocillopora_meandrina_HIv1___RNAseq.g1476.t1,0,0,0,0,0
STRG.18869,1027,1832,970,1363,225
STRG.18868,62,80,47,48,154
STRG.18867,3654,2466,3713,3217,2433
STRG.18866,452,386,212,296,220
STRG.18865,404,206,350,206,9
STRG.18864,3319,1389,3442,3060,986
STRG.18863,1153,1236,1703,857,700
STRG.18862,1065,787,1336,1128,402
STRG.18861,6,0,0,0,0
STRG.18860,260,107,152,194,118
STRG.5905,1540,1148,2117,1234,515
Pocillopora_meandrina_HIv1___RNAseq.g7668.t1,0,0,0,10,10
STRG.5904,46284,38866,58551,45447,47050
STRG.5907,1750,3221,5356,4222,1772
STRG.5906,1565,1057,1448,2242,866
Pocillopora_meandrina_HIv1___RNAseq.g3083.t1,0,12,0,28,0
STRG.5901,130,369,436,596,143
STRG.19814,1671,942,1899,1006,941
STRG.19817,788,515,531,751,216
Pocillopora_meandrina_HIv1___RNAseq.g19162.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g28943.t1,0,149,0,37,43
STRG.5902,4435,2702,6099,4286,1768
Pocillopora_meandrina_HIv1___RNAseq.g20407.t1,0,0,0,0,19
Pocillopora_meandrina_HIv1___RNAseq.g20040.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g1474.t1,0,293,45,147,59
STRG.10208,37,161,0,248,172
Pocillopora_meandrina_HIv1___RNAseq.g15474.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g19291.t1,0,0,0,0,0
STRG.10202,35665,28304,33289,41591,29285
Pocillopora_meandrina_HIv1___RNAseq.g1845.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g29414.t1,0,3,0,72,0
STRG.10204,611,851,746,833,519
Pocillopora_meandrina_HIv1___RNAseq.g7049.t1,0,0,2,0,0
Pocillopora_meandrina_HIv1___RNAseq.g6366.t1,0,0,0,15,35
STRG.13248,40,84,16,25,16
STRG.13249,336,125,198,165,59
STRG.13242,20,20,0,70,0
STRG.13243,149,210,134,101,55
STRG.13240,56,77,37,24,7
STRG.13241,53,53,16,36,14
STRG.13246,36,96,83,35,82
STRG.13247,50,156,94,58,166
STRG.13244,110,230,223,218,57
STRG.13245,1,8,0,0,3
Pocillopora_meandrina_HIv1___TS.g22451.t1,0,18,43,18,29
Pocillopora_meandrina_HIv1___TS.g18101.t1,0,4,0,10,0
Pocillopora_meandrina_HIv1___RNAseq.g19293.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g13090.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g5974.t1,0,11,0,1,0
Pocillopora_meandrina_HIv1___RNAseq.g27008.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g24963.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g15828.t1,0,0,0,0,0
STRG.6810,2393,5290,6276,1509,1318
Pocillopora_meandrina_HIv1___RNAseq.g7039.t1,0,20,0,24,0
Pocillopora_meandrina_HIv1___RNAseq.g6364.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g16431.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g11435.t1,0,66,94,79,105
Pocillopora_meandrina_HIv1___RNAseq.g3628.t1,0,0,0,0,0
STRG.96,114,984,756,1171,1004
STRG.97,114,61,102,176,69
STRG.94,250,407,617,309,541
STRG.95,1512,1105,2450,1108,1434
STRG.92,2933,2409,4448,2691,1074
STRG.93,2670,3225,4558,3799,2414
STRG.90,86,116,4,51,23
STRG.91,29642,29743,53434,30997,18274
Pocillopora_meandrina_HIv1___RNAseq.g21897.t1,0,0,0,0,0
STRG.98,61,103,37,321,80
STRG.99,8974,6553,14084,8981,12189
Pocillopora_meandrina_HIv1___RNAseq.g15531.t1,0,0,1,0,2
STRG.5497,4,17,0,10,0
Pocillopora_meandrina_HIv1___RNAseq.g26002.t1a,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g26002.t1b,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g25991.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g27644.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g11595.t1,0,12,14,178,104
Pocillopora_meandrina_HIv1___RNAseq.g28641.t1,0,0,2,0,0
Pocillopora_meandrina_HIv1___RNAseq.g25036.t1,0,0,0,0,0
STRG.21360,25,284,244,55,26
Pocillopora_meandrina_HIv1___RNAseq.g375.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g7185.t1,0,0,0,0,26
STRG.11037,768,633,1137,1264,433
Pocillopora_meandrina_HIv1___RNAseq.g18995.t1,0,0,0,29,0
Pocillopora_meandrina_HIv1___TS.g8506.t1,0,0,0,0,8
Pocillopora_meandrina_HIv1___TS.g11778.t1,0,43,0,12,0
STRG.16542,90,53,40,66,61
Pocillopora_meandrina_HIv1___RNAseq.g22200.t2,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g6917.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g27010.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g3012.t1,0,11,0,13,0
Pocillopora_meandrina_HIv1___RNAseq.g4611.t1,0,36,0,27,11
Pocillopora_meandrina_HIv1___RNAseq.g377.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g13699.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g25993.t1,0,0,0,0,0
STRG.4762,36,3,0,17,19
Pocillopora_meandrina_HIv1___RNAseq.g26623.t1,0,2,0,0,0
Pocillopora_meandrina_HIv1___TS.g17165.t1b,0,10,0,0,0
Pocillopora_meandrina_HIv1___TS.g17165.t1a,0,4,0,0,23
STRG.5492,119,206,163,277,50
Pocillopora_meandrina_HIv1___RNAseq.g25034.t1,0,996,79,8,1058
Pocillopora_meandrina_HIv1___RNAseq.g9122.t1,0,0,0,3,0
STRG.3474,173,151,66,176,124
Pocillopora_meandrina_HIv1___RNAseq.g2475.t1,0,2,0,3,0
Pocillopora_meandrina_HIv1___RNAseq.g27844.t1,0,0,0,0,0
STRG.9958,3335,1839,3052,2343,1265
STRG.9959,18011,9849,13353,20267,7553
STRG.9956,13,9,46,39,37
STRG.9957,7049,7241,8942,8099,2244
STRG.9954,66,8,485,447,4
STRG.9955,1074,2190,2218,1329,817
STRG.9952,33,0,79,67,0
STRG.9953,137,0,237,319,0
STRG.9950,3,250,0,0,0
STRG.9951,7,3520,0,0,0
Pocillopora_meandrina_HIv1___TS.g3356.t1a,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g3356.t1c,0,4,0,0,0
Pocillopora_meandrina_HIv1___TS.g3356.t1b,0,133,0,0,0
Pocillopora_meandrina_HIv1___TS.g3356.t1d,0,7,0,0,0
Pocillopora_meandrina_HIv1___TS.g18103.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g22973.t1,0,11,67,0,0
STRG.5185,47,264,102,38,39
STRG.5184,3,2,214,0,0
STRG.5187,49,7,0,153,0
STRG.5186,21,30,0,0,0
STRG.5181,180,394,291,55,73
STRG.5180,40,15,28,165,35
STRG.5183,303,154,163,328,215
STRG.5182,6,59,11,30,0
STRG.5189,4,7,12,57,0
STRG.5188,525,171,165,240,544
Pocillopora_meandrina_HIv1___RNAseq.g21888.t1,0,0,0,0,0
STRG.4858,314,113,170,278,5
STRG.4859,18,0,0,0,0
STRG.883,644,437,853,635,606
STRG.4850,15,5,32,8,13
STRG.4851,138,66,82,128,0
STRG.4852,3,0,0,0,0
STRG.4853,23,11,13,23,9
STRG.4854,19,0,9,0,82
STRG.880,301,309,273,727,128
STRG.4856,6,0,0,0,0
STRG.4857,20,3,19,6,79
STRG.18147,199,173,383,156,87
Pocillopora_meandrina_HIv1___RNAseq.g18047.t1,0,0,0,0,0
STRG.18140,1631,1347,1245,1087,971
Pocillopora_meandrina_HIv1___RNAseq.g12224.t1,0,482,35,221,13
STRG.18141,16,30,38,14,18
Pocillopora_meandrina_HIv1___RNAseq.g2761.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g13205.t1,0,0,0,0,0
STRG.5459,90,280,186,217,27
STRG.5458,18,166,110,235,73
STRG.884,143,138,281,96,99
STRG.9372,703,615,581,1114,270
STRG.5452,273,196,176,301,98
STRG.5451,89,275,165,281,37
STRG.5450,577,1505,882,1253,327
STRG.9376,96,29,169,145,94
STRG.9377,5,29,2,21,24
STRG.5455,9,12,12,9,1
STRG.9375,7,0,15,0,0
Pocillopora_meandrina_HIv1___RNAseq.g24035.t1,0,4,23,0,0
Pocillopora_meandrina_HIv1___RNAseq.g2191.t1,0,6,55,28,73
STRG.4588,263,153,331,300,175
STRG.4589,155,373,381,482,136
STRG.4586,2486,3114,1234,7198,8474
STRG.4587,115,31,110,353,137
STRG.4584,22,1006,18446,41708,93
STRG.4585,6221,15448,6678,13444,20532
Pocillopora_meandrina_HIv1___RNAseq.g21918.t1,0,0,0,0,0
STRG.4583,59,1395,16622,43045,74
Pocillopora_meandrina_HIv1___TS.g23496.t1,0,11,2,0,0
STRG.4581,2413,1935,3176,2718,626
STRG.2863,205,102,241,92,115
STRG.2862,644,1135,688,920,796
STRG.2861,588,368,360,303,462
STRG.2860,78,55,83,42,155
STRG.2867,305,542,241,358,238
STRG.2866,875,371,969,618,408
STRG.2865,3629,4051,4062,4069,2974
Pocillopora_meandrina_HIv1___RNAseq.g11475.t1,0,110,0,77,28
Pocillopora_meandrina_HIv1___RNAseq.g21475.t1,0,0,0,0,0
STRG.2868,750,481,799,380,75
Pocillopora_meandrina_HIv1___RNAseq.g5619.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g24197.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g13635.t1,0,0,9,0,0
Pocillopora_meandrina_HIv1___RNAseq.g3090.t1,0,0,36,25,4
Pocillopora_meandrina_HIv1___TS.g466.t1,0,0,0,9,0
STRG.17934,102,48,131,46,37
STRG.17935,543,234,605,531,61
STRG.17936,950,901,1025,941,491
STRG.17937,1941,1400,1394,1348,585
STRG.17930,271,254,341,332,142
STRG.17931,3978,2684,3817,2607,3211
STRG.17932,586,176,408,223,63
STRG.17933,2526,1105,2977,1260,942
STRG.17938,2048,1086,2181,1242,634
STRG.17939,230,239,202,150,68
Pocillopora_meandrina_HIv1___RNAseq.g20642.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g9055.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g10299.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g1940.t1,0,0,0,0,33
Pocillopora_meandrina_HIv1___RNAseq.g24624.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g22132.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g2193.t1,0,2,0,6,0
STRG.4328,187,256,255,145,35
STRG.4329,413,611,1050,707,635
Pocillopora_meandrina_HIv1___RNAseq.g20640.t1,0,0,0,0,1
STRG.4322,46,162,56,16,64
STRG.4323,43,150,176,107,75
STRG.4320,229,896,452,518,414
STRG.4321,63,139,124,291,126
STRG.4326,269,399,439,377,205
STRG.4327,10,55,111,26,37
STRG.4324,100,218,142,149,70
STRG.4325,91,227,118,124,206
Pocillopora_meandrina_HIv1___TS.g15723.t1,0,6,52,0,0
Pocillopora_meandrina_HIv1___RNAseq.g7544.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g26299.t1,0,0,0,0,76
Pocillopora_meandrina_HIv1___TS.g3732.t1,0,0,0,3,0
Pocillopora_meandrina_HIv1___RNAseq.g1529.t1,0,44,14,11,0
Pocillopora_meandrina_HIv1___RNAseq.g9057.t1,0,29,0,66,1
Pocillopora_meandrina_HIv1___RNAseq.g24626.t1,0,0,0,7,0
Pocillopora_meandrina_HIv1___RNAseq.g20556.t1,0,0,6,0,0
STRG.15798,689,586,680,464,411
STRG.15799,30,133,30,43,0
STRG.7749,128,64,13,0,2
STRG.7748,2,302,256,212,74
STRG.7745,125,117,214,58,73
STRG.8932,855,940,1118,1057,394
STRG.7747,189,277,270,128,99
STRG.15791,51,24,13,179,29
STRG.7741,61,171,109,385,46
STRG.15797,652,814,1924,413,239
STRG.7743,26,152,50,150,0
STRG.7742,720,1328,2424,1733,401
STRG.3059,1112,3105,3411,3585,1033
STRG.3058,445,335,560,680,203
Pocillopora_meandrina_HIv1___RNAseq.g11098.t1,0,32,60,41,0
STRG.3055,449,1007,382,538,345
STRG.3054,1137,374,996,666,570
STRG.3057,3908,1574,4179,2768,1668
STRG.3056,2611,2002,3239,1959,1246
STRG.3051,2310,1156,3580,655,958
STRG.3050,217,118,329,180,289
STRG.3053,1978,2392,2474,2661,1255
STRG.3052,10143,7044,16716,8062,4864
Pocillopora_meandrina_HIv1___RNAseq.g6090.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g20554.t1,0,16,7,17,6
Pocillopora_meandrina_HIv1___RNAseq.g2014.t1,0,0,6,0,0
Pocillopora_meandrina_HIv1___TS.g15721.t1,0,108,0,17,39
STRG.14779,4836,5974,7342,7012,3360
STRG.14778,37,11,84,36,0
STRG.14777,1297,1133,1661,3516,388
STRG.14776,1338,765,1358,1575,1186
STRG.14775,1692,1539,1750,1492,621
STRG.14774,387,1491,767,716,559
STRG.14773,3546,2601,3546,3606,1045
STRG.14772,62449,46946,66591,64779,37820
STRG.14771,39,34,48,30,56
STRG.14770,35,0,9,12,8
STRG.15428,52,152,211,256,293
STRG.15429,305,177,251,324,125
STRG.15424,4420,6649,5092,5904,3857
STRG.15425,1029,1172,989,1264,464
STRG.15426,905,763,1055,1208,652
STRG.15427,2847,1591,3763,2251,2616
STRG.15420,134,16,107,24,599
STRG.15421,279,155,206,195,153
STRG.15422,78,43,0,88,60
Pocillopora_meandrina_HIv1___TS.g12172.t1,0,0,0,0,0
STRG.16681,44,51,122,74,69
STRG.16680,31,0,48,12,105
STRG.16683,908,2424,1345,2012,1094
STRG.16682,564,328,900,564,242
STRG.16685,743,273,1119,393,556
STRG.16684,195,93,252,196,95
STRG.16687,116,122,70,94,129
STRG.16686,567,410,876,688,361
STRG.16689,233,174,259,93,173
STRG.16688,1,0,0,4,11
Pocillopora_meandrina_HIv1___TS.g23863.t1,0,0,114,20,0
Pocillopora_meandrina_HIv1___RNAseq.g25200.t1,0,24,2,11,0
Pocillopora_meandrina_HIv1___RNAseq.g7802.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g11341.t1,0,0,0,0,0
STRG.8258,498,380,662,267,594
Pocillopora_meandrina_HIv1___RNAseq.g2016.t1,0,0,0,0,0
STRG.17488,27,7,83,46,24
STRG.17489,728,529,1517,1094,340
STRG.17484,830,902,2100,1276,587
STRG.17485,5274,3744,7636,6011,3956
STRG.17486,3014,879,2062,1236,585
STRG.17487,3473,1365,2331,2490,1509
STRG.17480,6703,1867,7758,4816,1256
STRG.17481,26760,15788,28705,27058,30305
STRG.17482,1132,2477,1015,776,516
STRG.17483,37,60,35,7,13
STRG.1743,5493,2604,6340,3562,2564
STRG.1742,9,138,62,72,25
STRG.1741,59,40,66,89,38
STRG.1740,321,110,320,415,78
STRG.1747,743,150,752,739,92
STRG.1746,3853,3762,6708,4980,2485
STRG.1745,53,342,289,214,65
STRG.8253,2757,21040,5158,25080,2833
STRG.1749,70,313,142,86,73
Pocillopora_meandrina_HIv1___TS.g9254.t1,0,0,7,0,0
STRG.8250,30,135,90,150,16
Pocillopora_meandrina_HIv1___RNAseq.g13076.t1,0,0,0,0,0
STRG.19933,187,45,88,71,161
STRG.5842,17,0,9,0,0
STRG.19931,21,56,18,44,38
STRG.19936,88,606,206,566,503
STRG.19937,200,426,236,581,167
STRG.5846,6706,2157,4553,3439,2871
STRG.19935,682,435,468,606,258
STRG.5848,4134,2273,3242,4183,656
STRG.5849,978,490,598,949,746
STRG.19938,2398,2319,3493,3611,1416
STRG.19939,677,586,416,824,472
Pocillopora_meandrina_HIv1___RNAseq.g11477.t1,0,0,65,21,0
STRG.7201,1315,3594,2039,1940,786
Pocillopora_meandrina_HIv1___RNAseq.g28630.t1,0,0,0,2,0
STRG.7202,26,137,134,39,158
Pocillopora_meandrina_HIv1___RNAseq.g26863.t1,0,0,0,0,0
STRG.8255,338,1085,832,545,166
Pocillopora_meandrina_HIv1___RNAseq.g2313.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g6263.t1,0,0,0,0,0
STRG.2092,852,813,564,688,328
STRG.2093,3546,2501,5509,3668,1711
STRG.2090,11,18,0,14,0
STRG.2091,2,7,7,7,12
STRG.17152,4712,1017,2236,1459,2553
STRG.17153,49,272,115,496,125
STRG.17150,5964,1805,4775,3274,1333
STRG.17151,2,11,42,18,0
STRG.2098,5046,1731,3859,1706,1084
STRG.2099,64,175,194,144,87
STRG.17158,146,31,197,127,51
STRG.17159,241,163,162,169,34
Pocillopora_meandrina_HIv1___TS.g12302.t1,0,0,9,0,0
STRG.9859,759,547,941,702,1336
STRG.19684,2094,1556,2013,1638,957
STRG.19685,518,338,726,381,327
STRG.19686,49,97,135,48,31
STRG.19687,74,23,18,11,28
STRG.19680,31,0,0,0,27
STRG.19681,166,159,81,144,143
STRG.19682,50,59,80,43,76
STRG.19683,74,33,64,49,12
STRG.19688,2331,1306,2554,1534,1378
STRG.19689,817,623,379,778,393
STRG.18089,1834,720,3313,2143,1144
STRG.18088,3122,886,3049,1647,558
STRG.18081,74,65,136,31,24
STRG.18080,101,56,81,150,32
STRG.18083,32,24,27,83,10
STRG.18082,656,474,785,422,1077
STRG.18085,284,274,1074,471,201
STRG.18084,1350,4593,1603,1973,3634
STRG.18087,2560,1363,2630,1759,414
STRG.18086,6278,4132,7934,5976,6690
STRG.10687,184,244,311,296,327
STRG.10686,42,79,118,41,255
STRG.10685,690,529,384,881,798
STRG.10684,96,132,148,288,77
STRG.10683,275,183,329,485,767
STRG.10682,11,14,10,0,10
STRG.10681,2,0,2,0,0
STRG.10680,2,2,0,0,0
Pocillopora_meandrina_HIv1___TS.g26651.t1,0,0,0,0,0
STRG.10689,386,1221,54,1417,154
STRG.10688,419,1459,146,1503,591
STRG.18333,106,76,42,151,84
STRG.18332,850,659,1147,1328,362
STRG.18331,1065,2284,1174,1875,960
STRG.18330,5564,2771,6567,5831,1303
STRG.18337,4816,1917,6295,4126,1644
STRG.18336,89,126,172,111,90
STRG.18335,41650,44244,75810,96020,43503
STRG.18334,187,710,460,914,259
STRG.18339,942,390,1061,579,337
STRG.18338,269,394,574,692,403
Pocillopora_meandrina_HIv1___RNAseq.g6117.t1,0,6,0,88,327
STRG.13488,311,109,839,872,336
STRG.13489,2464,721,3263,824,985
STRG.13480,671,1090,1024,706,191
Pocillopora_meandrina_HIv1___TS.g29125.t1,0,0,0,0,0
STRG.13482,1437,1103,1934,675,699
STRG.13483,1132,3135,1799,923,1311
STRG.13484,4,0,0,0,0
STRG.13485,5,285,6,19,0
STRG.13486,72,35,22,52,33
STRG.13487,49,10,34,15,22
Pocillopora_meandrina_HIv1___TS.g26653.t1,0,0,0,0,0
STRG.3878,944,2004,837,728,1204
STRG.3873,14,84,122,31,65
STRG.3872,5016,7368,6377,7115,4046
STRG.3871,426,549,568,542,128
STRG.3870,268,703,501,608,108
STRG.3877,490,93,546,576,0
STRG.3876,42,22,74,59,0
STRG.3875,10,0,55,70,0
STRG.3874,370,172,1270,1068,0
Pocillopora_meandrina_HIv1___RNAseq.g21819.t1,0,0,0,0,0
STRG.3074,1469,746,2021,1540,539
Pocillopora_meandrina_HIv1___RNAseq.g7879.t1,0,15,33,35,4
Pocillopora_meandrina_HIv1___RNAseq.g3774.t1,0,0,9,0,0
Pocillopora_meandrina_HIv1___TS.g24047.t1,0,0,45,5,32
Pocillopora_meandrina_HIv1___RNAseq.g14619.t1,0,0,21,0,0
STRG.20763,937,2701,703,1568,764
STRG.20762,18,0,0,0,0
STRG.20761,80,529,456,194,181
STRG.20760,209,84,0,0,20
STRG.20767,181,36,0,43,0
STRG.20766,94,190,78,48,191
STRG.20765,35,106,106,125,100
STRG.20764,752,471,291,426,407
STRG.11745,160,810,326,281,254
STRG.20769,34,52,55,70,0
STRG.20768,331,502,615,189,225
Pocillopora_meandrina_HIv1___RNAseq.g18743.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g18366.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g20606.t1,0,27,17,47,71
Pocillopora_meandrina_HIv1___RNAseq.g27250.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g12182.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g21117.t1,0,153,90,199,160
Pocillopora_meandrina_HIv1___RNAseq.g17046.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g16202.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g9597.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g19637.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g7129.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g18400.t1,0,0,0,4,0
Pocillopora_meandrina_HIv1___RNAseq.g5310.t1a,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g17044.t1,0,0,0,9,0
Pocillopora_meandrina_HIv1___RNAseq.g22306.t1,0,7,0,12,0
Pocillopora_meandrina_HIv1___TS.g15892.t1,0,0,40,0,111
Pocillopora_meandrina_HIv1___RNAseq.g25067.t1,0,0,0,0,20
STRG.13173,4891,860,5784,2707,1365
Pocillopora_meandrina_HIv1___TS.g7541.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g30036.t1,0,0,85,0,0
Pocillopora_meandrina_HIv1___RNAseq.g16200.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g10983.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g13291.t1,0,0,0,0,0
